customer_id,crb_score,num_active_loans_other_lenders,total_outstanding_debt_kes,num_defaults_last_24m,max_days_past_due_24m,crb_listed_negative,crb_pulled_date
102082,585,4,19300.0,1,157,1,2025-06-03
102083,612,2,15500.0,0,8,0,2023-07-29
102084,780,0,0.0,0,8,0,2025-05-15
102085,663,0,0.0,0,1,0,2024-04-01
102086,603,3,67000.0,0,0,0,2023-01-21
102087,570,2,27500.0,0,2,0,2024-02-11
102088,664,1,23200.0,0,9,0,2025-02-28
102089,633,3,48100.0,0,7,0,2024-06-03
102090,510,2,42800.0,0,3,0,2025-05-05
102091,720,1,10900.0,0,0,0,2024-12-18
102092,545,2,19400.0,0,1,0,2025-03-12
102093,674,1,19500.0,0,13,0,2024-12-24
102094,431,0,0.0,0,0,0,2024-09-18
102095,723,0,0.0,0,4,0,2023-09-04
102096,523,3,60700.0,0,6,0,2024-07-18
102097,709,2,35200.0,0,3,0,2023-08-28
102098,767,3,24600.0,0,0,0,2024-08-01
102099,651,1,6000.0,0,14,0,2024-07-07
102100,702,1,3300.0,0,8,0,2024-12-20
102101,500,0,0.0,1,113,1,2023-12-07
102102,646,0,0.0,0,4,0,2023-09-26
102103,500,0,0.0,0,2,0,2025-05-17
102104,558,1,5600.0,0,1,0,2023-10-30
102105,379,2,14500.0,2,174,1,2024-07-28
102106,618,2,34300.0,0,8,0,2025-03-09
102107,726,0,0.0,0,0,0,2023-08-24
102108,711,1,15100.0,0,11,0,2023-12-13
102109,464,2,25100.0,0,0,0,2023-04-07
102110,564,1,18000.0,0,2,0,2023-06-09
102111,475,0,0.0,0,10,0,2024-10-13
102112,535,1,23000.0,0,3,0,2023-04-18
102113,588,2,47700.0,1,169,1,2023-10-18
102114,563,1,13200.0,0,3,0,2023-05-06
102115,575,1,18400.0,0,4,0,2023-06-26
102116,466,2,34300.0,0,9,0,2024-12-24
102117,736,0,0.0,0,9,0,2023-08-20
102118,596,1,15900.0,0,5,0,2024-03-24
102119,654,1,19900.0,0,13,0,2024-09-20
102120,628,0,0.0,0,13,0,2025-04-14
102121,635,1,8000.0,0,7,0,2024-08-17
102122,580,0,0.0,1,142,1,2023-12-28
102123,534,0,0.0,1,110,1,2023-04-03
102124,781,1,20500.0,0,0,0,2024-02-03
102125,668,1,15400.0,0,1,0,2024-08-24
102126,519,2,34300.0,0,5,0,2023-01-13
102127,527,4,78500.0,0,3,0,2024-07-12
102128,833,0,0.0,0,0,0,2023-01-13
102129,558,2,36000.0,0,9,0,2024-12-24
102130,539,2,13300.0,0,1,0,2025-05-14
102131,547,0,0.0,0,1,0,2023-03-23
102132,628,0,0.0,2,110,1,2025-04-21
102133,583,4,33300.0,0,0,0,2023-09-07
102134,631,3,48400.0,0,7,0,2023-03-14
102135,867,0,0.0,0,0,0,2024-12-25
102136,455,2,22700.0,0,9,0,2023-10-13
102137,579,3,51100.0,0,13,0,2024-02-01
102138,583,0,0.0,0,2,0,2025-06-07
102139,410,1,9500.0,0,7,0,2025-04-02
102140,671,3,66200.0,0,11,0,2024-05-01
102141,669,2,36100.0,0,14,0,2024-09-17
102142,445,1,8000.0,1,48,1,2023-09-10
102143,593,0,0.0,0,3,0,2023-02-19
102144,657,1,20700.0,0,11,0,2024-09-29
102145,700,2,26700.0,0,6,0,2024-02-14
102146,873,0,0.0,0,13,0,2025-04-16
102147,511,3,26500.0,0,0,0,2023-09-29
102148,682,3,25600.0,0,9,0,2023-07-22
102149,562,1,20400.0,0,5,0,2024-11-18
102150,538,2,25500.0,0,9,0,2024-04-24
102151,555,1,18000.0,0,12,0,2023-05-17
102152,650,0,0.0,0,6,0,2024-08-04
102153,569,3,74500.0,0,10,0,2025-03-06
102154,635,3,40800.0,0,2,0,2024-07-21
102155,569,1,15400.0,0,12,0,2024-10-21
102156,507,3,29500.0,0,12,0,2023-06-03
102157,689,1,16000.0,0,14,0,2024-06-15
102158,739,0,0.0,0,2,0,2024-09-16
102159,679,2,13100.0,0,8,0,2024-05-22
102160,699,2,9100.0,0,8,0,2025-04-29
102161,517,2,24700.0,0,13,0,2025-05-07
102162,511,3,42100.0,1,60,1,2024-05-01
102163,667,1,3600.0,0,3,0,2025-02-16
102164,499,3,32800.0,0,3,0,2023-03-14
102165,525,1,6200.0,1,100,1,2025-04-09
102166,796,0,0.0,0,12,0,2023-05-16
102167,701,0,0.0,0,9,0,2025-01-11
102168,661,1,17100.0,0,0,0,2024-02-07
102169,411,1,3200.0,0,7,0,2023-11-15
102170,581,1,4300.0,0,4,0,2025-01-30
102171,732,0,0.0,0,9,0,2023-06-05
102172,487,0,0.0,0,11,0,2024-06-05
102173,646,1,5000.0,0,7,0,2023-09-27
102174,478,1,9800.0,0,14,0,2023-08-31
102175,548,0,0.0,0,14,0,2025-05-16
102176,389,3,70600.0,0,0,0,2023-05-28
102177,612,1,15600.0,0,11,0,2025-05-20
102178,433,3,40900.0,1,52,1,2023-01-27
102179,611,1,11100.0,0,9,0,2023-07-07
102180,722,2,49400.0,0,0,0,2023-12-07
102181,640,1,7900.0,0,5,0,2023-07-25
102182,623,1,10300.0,1,49,1,2023-08-24
102183,636,1,17100.0,0,3,0,2024-08-16
102184,624,2,38400.0,0,1,0,2023-02-25
102185,581,3,9600.0,0,8,0,2024-05-15
102186,657,1,8100.0,0,8,0,2024-01-02
102187,495,2,13000.0,0,5,0,2024-05-26
102188,606,2,10000.0,0,0,0,2023-11-10
102189,790,0,0.0,0,14,0,2025-03-27
102190,631,1,16900.0,0,5,0,2023-10-26
102191,744,3,53300.0,0,7,0,2024-05-16
102192,683,0,0.0,0,9,0,2024-02-02
102193,561,0,0.0,0,11,0,2024-06-06
102194,602,0,0.0,0,13,0,2023-12-26
102195,439,2,25000.0,1,123,1,2024-08-22
102196,716,0,0.0,0,2,0,2023-07-08
102197,707,0,0.0,0,6,0,2024-04-06
102198,505,3,44300.0,2,135,1,2025-02-09
102199,655,1,19100.0,0,0,0,2024-06-08
102200,639,2,9300.0,0,13,0,2023-07-03
102201,645,0,0.0,0,14,0,2024-11-05
102202,670,2,16000.0,0,7,0,2023-10-15
102203,654,0,0.0,0,3,0,2025-04-05
102204,676,0,0.0,0,8,0,2025-01-13
102205,584,1,14700.0,0,7,0,2025-04-20
102206,631,1,7400.0,0,0,0,2025-01-25
102207,494,1,16100.0,0,14,0,2024-08-26
102208,701,0,0.0,0,10,0,2024-08-20
102209,781,0,0.0,0,4,0,2023-09-03
102210,496,3,70400.0,1,81,1,2023-12-03
102211,570,1,7400.0,0,0,0,2025-02-19
102212,568,1,20000.0,0,7,0,2024-07-13
102213,637,3,48300.0,0,2,0,2024-09-18
102214,649,0,0.0,0,9,0,2023-07-12
102215,608,1,9400.0,1,97,1,2023-11-28
102216,501,1,22400.0,0,3,0,2023-08-14
102217,576,2,15100.0,0,8,0,2024-07-20
102218,526,1,17800.0,0,1,0,2024-04-12
102219,428,1,17800.0,0,6,0,2024-01-18
102220,767,1,13200.0,0,8,0,2024-11-26
102221,627,0,0.0,0,14,0,2025-01-22
102222,788,2,48500.0,0,11,0,2025-04-20
102223,563,0,0.0,0,14,0,2023-11-02
102224,663,3,59200.0,0,12,0,2024-03-13
102225,511,3,60000.0,1,111,1,2024-02-03
102226,542,3,28300.0,0,9,0,2025-04-20
102227,788,2,13500.0,0,8,0,2024-12-17
102228,552,2,13400.0,0,11,0,2025-04-15
102229,746,1,16400.0,0,9,0,2023-07-02
102230,596,0,0.0,0,7,0,2024-05-06
102231,452,2,20500.0,0,1,0,2024-05-22
102232,561,0,0.0,0,7,0,2024-01-21
102233,676,1,8300.0,0,4,0,2024-02-12
102234,662,1,9700.0,0,10,0,2025-02-01
102235,436,2,34100.0,0,2,0,2023-12-01
102236,461,1,16900.0,3,77,1,2024-02-08
102237,625,0,0.0,0,8,0,2023-04-10
102238,511,3,58200.0,0,10,0,2024-07-25
102239,747,1,18900.0,0,11,0,2023-01-14
102240,614,1,4300.0,0,4,0,2024-11-07
102241,664,0,0.0,0,10,0,2024-07-09
102242,764,0,0.0,0,0,0,2025-05-13
102243,474,2,49600.0,0,1,0,2024-05-19
102244,609,2,7100.0,0,6,0,2024-10-10
102245,643,0,0.0,0,3,0,2025-04-24
102246,624,2,17500.0,0,8,0,2023-07-25
102247,589,1,7400.0,1,121,1,2023-10-03
102248,671,0,0.0,0,13,0,2024-04-14
102249,244,4,46600.0,1,125,1,2023-02-06
102250,755,1,20800.0,0,4,0,2023-08-08
102251,420,1,17900.0,0,12,0,2024-02-23
102252,759,0,0.0,0,12,0,2023-08-11
102253,449,0,0.0,0,8,0,2023-02-08
102254,457,0,0.0,1,122,1,2024-11-03
102255,610,2,20800.0,0,1,0,2023-08-24
102256,589,0,0.0,0,4,0,2023-01-18
102257,628,2,10100.0,0,6,0,2024-08-25
102258,625,0,0.0,0,9,0,2023-07-23
102259,632,1,20700.0,0,12,0,2024-02-16
102260,568,4,36500.0,0,7,0,2024-11-17
102261,671,2,9400.0,0,11,0,2023-10-23
102262,486,3,69200.0,0,6,0,2024-06-12
102263,580,1,9900.0,0,9,0,2024-12-22
102264,384,4,41400.0,0,0,0,2024-10-28
102265,654,1,5200.0,0,3,0,2023-10-30
102266,596,0,0.0,0,6,0,2023-12-24
102267,648,1,18600.0,0,13,0,2023-05-26
102268,801,0,0.0,0,0,0,2023-05-20
102269,767,0,0.0,0,0,0,2023-09-10
102270,722,1,24000.0,0,14,0,2025-05-02
102271,689,1,15500.0,0,4,0,2025-05-10
102272,645,1,20700.0,0,8,0,2025-02-05
102273,652,4,43500.0,0,8,0,2023-08-15
102274,641,1,10100.0,0,7,0,2024-06-18
102275,687,1,6200.0,0,5,0,2023-11-26
102276,625,2,15700.0,0,9,0,2023-09-09
102277,613,0,0.0,0,12,0,2023-06-09
102278,606,0,0.0,1,37,1,2025-05-12
102279,669,1,9700.0,0,9,0,2024-08-07
102280,677,1,15500.0,0,2,0,2024-09-26
102281,585,3,58400.0,0,4,0,2023-09-10
102282,628,4,99900.0,0,11,0,2025-05-30
102283,561,1,4600.0,0,7,0,2023-07-10
102284,479,2,23100.0,0,11,0,2023-06-13
102285,814,1,11000.0,0,3,0,2024-06-12
102286,478,0,0.0,0,6,0,2025-04-24
102287,736,2,11100.0,0,5,0,2024-11-23
102288,510,3,23900.0,1,92,1,2025-05-09
102289,391,1,9600.0,1,70,1,2024-06-16
102290,588,2,28800.0,1,89,1,2023-08-15
102291,601,1,3700.0,1,137,1,2024-03-26
102292,698,3,42100.0,0,3,0,2024-03-25
102293,729,0,0.0,0,8,0,2025-05-30
102294,520,2,40900.0,0,2,0,2023-09-25
102295,726,1,17200.0,0,8,0,2023-09-15
102296,380,2,28200.0,0,0,0,2024-01-11
102297,465,3,37400.0,0,12,0,2024-03-05
102298,601,0,0.0,0,7,0,2024-06-13
102299,490,3,48700.0,0,4,0,2023-06-23
102300,617,0,0.0,0,13,0,2024-12-31
102301,529,1,20400.0,1,172,1,2024-03-31
102302,718,0,0.0,0,7,0,2024-02-29
102303,712,1,8400.0,0,14,0,2024-03-17
102304,500,1,19700.0,0,7,0,2025-04-07
102305,572,4,60300.0,0,6,0,2024-11-25
102306,618,1,19900.0,0,10,0,2024-05-24
102307,753,1,21000.0,0,0,0,2024-02-18
102308,531,0,0.0,1,65,1,2023-07-29
102309,305,5,69600.0,0,12,0,2023-05-11
102310,525,2,48700.0,1,102,1,2025-05-02
102311,541,1,21600.0,0,0,0,2025-05-08
102312,389,1,18100.0,1,60,1,2023-09-08
102313,562,2,31000.0,1,51,1,2023-08-30
102314,499,2,12400.0,1,33,1,2025-02-09
102315,658,0,0.0,0,6,0,2023-08-11
102316,434,0,0.0,2,161,1,2024-09-10
102317,881,0,0.0,0,12,0,2025-03-22
102318,741,1,15200.0,0,5,0,2025-04-14
102319,474,2,32800.0,0,14,0,2024-08-22
102320,481,2,35900.0,0,1,0,2023-04-18
102321,585,1,14400.0,0,1,0,2025-03-12
102322,651,1,20500.0,0,2,0,2023-06-30
102323,555,0,0.0,0,2,0,2023-09-16
102324,436,3,14900.0,2,40,1,2023-06-13
102325,456,1,22200.0,1,126,1,2023-02-18
102326,563,1,5300.0,1,32,1,2023-06-25
102327,489,4,60900.0,0,9,0,2024-01-28
102328,595,1,3800.0,0,10,0,2023-01-16
102329,369,4,66000.0,0,0,0,2023-08-11
102330,620,0,0.0,0,10,0,2023-05-19
102331,588,1,17000.0,0,4,0,2024-10-21
102332,426,3,37700.0,1,100,1,2024-09-08
102333,628,2,47100.0,0,5,0,2023-07-14
102334,675,1,8500.0,0,2,0,2025-02-20
102335,540,0,0.0,0,3,0,2023-03-13
102336,690,0,0.0,0,11,0,2023-05-23
102337,428,3,14100.0,0,8,0,2024-03-03
102338,367,4,88000.0,1,107,1,2025-03-28
102339,610,3,15300.0,0,5,0,2023-09-11
102340,509,2,14900.0,1,138,1,2025-05-21
102341,539,1,5800.0,0,2,0,2023-08-18
102342,641,0,0.0,0,6,0,2024-07-24
102343,592,1,11800.0,0,13,0,2023-10-11
102344,808,0,0.0,0,6,0,2024-06-25
102345,614,1,22400.0,0,4,0,2023-10-07
102346,629,1,23500.0,0,1,0,2023-08-10
102347,517,0,0.0,0,0,0,2024-02-06
102348,326,4,31200.0,0,5,0,2023-10-25
102349,790,0,0.0,0,12,0,2024-06-04
102350,632,1,14900.0,0,5,0,2024-03-17
102351,798,1,13700.0,0,12,0,2024-04-30
102352,476,3,34000.0,1,90,1,2023-05-18
102353,683,0,0.0,0,14,0,2024-06-19
102354,606,4,87000.0,0,1,0,2024-10-17
102355,782,2,27400.0,0,2,0,2023-04-27
102356,643,0,0.0,0,4,0,2023-07-03
102357,565,3,59400.0,0,12,0,2023-02-25
102358,617,0,0.0,0,9,0,2023-07-24
102359,539,2,41300.0,0,6,0,2025-04-20
102360,693,0,0.0,0,10,0,2023-03-28
102361,481,1,5700.0,0,4,0,2023-07-24
102362,532,1,10200.0,0,8,0,2023-05-05
102363,552,1,16900.0,0,4,0,2025-01-21
102364,633,0,0.0,0,9,0,2024-06-09
102365,644,1,12500.0,0,0,0,2023-03-03
102366,565,3,46100.0,0,2,0,2023-08-01
102367,729,0,0.0,0,3,0,2024-09-03
102368,700,2,6200.0,0,3,0,2024-11-08
102369,525,1,8200.0,1,93,1,2024-06-26
102370,497,1,14000.0,1,134,1,2024-05-25
102371,604,1,15200.0,0,0,0,2024-02-25
102372,568,3,12600.0,0,8,0,2025-01-27
102373,505,2,46700.0,0,4,0,2023-12-07
102374,678,0,0.0,0,3,0,2025-05-18
102375,686,0,0.0,0,0,0,2025-02-18
102376,605,2,47700.0,0,12,0,2025-04-18
102377,575,3,41000.0,1,58,1,2024-09-27
102378,515,2,41600.0,0,5,0,2023-11-08
102379,477,5,75200.0,1,147,1,2024-08-09
102380,676,1,5000.0,0,10,0,2024-02-22
102381,458,2,13000.0,1,162,1,2025-04-18
102382,530,2,27700.0,0,3,0,2025-03-28
102383,481,5,52400.0,0,1,0,2023-03-02
102384,668,0,0.0,0,13,0,2024-11-12
102385,574,1,9500.0,0,11,0,2024-11-07
102386,543,0,0.0,0,6,0,2024-07-05
102387,731,1,20500.0,0,8,0,2025-05-25
102388,766,2,30700.0,0,6,0,2023-03-12
102389,619,0,0.0,0,7,0,2025-05-26
102390,661,0,0.0,0,3,0,2023-01-05
102391,520,0,0.0,0,14,0,2023-06-08
102392,611,1,5500.0,0,9,0,2024-08-06
102393,506,4,74800.0,0,0,0,2025-01-01
102394,681,2,11500.0,0,0,0,2025-03-25
102395,621,0,0.0,0,1,0,2023-02-23
102396,492,2,25300.0,0,9,0,2025-01-14
102397,521,1,3900.0,0,11,0,2024-09-18
102398,703,0,0.0,0,4,0,2023-12-31
102399,634,1,22600.0,0,12,0,2024-08-02
102400,516,3,15400.0,0,5,0,2023-12-23
102401,378,1,4200.0,1,138,1,2024-02-18
102402,559,0,0.0,0,6,0,2023-07-07
102403,595,1,11900.0,1,48,1,2023-11-10
102404,541,2,30300.0,0,8,0,2024-08-19
102405,482,3,54300.0,0,6,0,2023-08-08
102406,442,2,48900.0,0,12,0,2024-12-16
102407,526,2,30600.0,0,10,0,2023-11-11
102408,493,2,30900.0,1,156,1,2025-04-13
102409,483,1,24000.0,0,12,0,2023-04-01
102410,544,2,22300.0,0,0,0,2023-11-14
102411,778,0,0.0,0,14,0,2023-10-03
102412,827,1,10700.0,0,12,0,2024-05-30
102413,689,1,19300.0,0,13,0,2024-04-03
102414,693,1,18700.0,0,13,0,2023-02-28
102415,348,3,64900.0,0,11,0,2024-04-09
102416,867,0,0.0,0,6,0,2024-04-26
102417,657,1,14200.0,0,12,0,2024-06-07
102418,501,1,3000.0,1,58,1,2024-04-27
102419,900,0,0.0,0,8,0,2024-10-16
102420,596,2,17100.0,2,150,1,2024-10-11
102421,705,2,44100.0,0,14,0,2023-04-18
102422,596,1,14100.0,0,5,0,2024-07-30
102423,672,3,53100.0,0,1,0,2025-02-04
102424,643,3,24800.0,0,3,0,2024-02-26
102425,659,2,29900.0,0,4,0,2023-11-29
102426,694,0,0.0,0,1,0,2024-04-17
102427,584,2,35800.0,0,11,0,2023-06-24
102428,612,1,17600.0,0,7,0,2024-02-17
102429,557,3,52000.0,0,3,0,2023-06-11
102430,480,3,11600.0,1,67,1,2023-11-24
102431,461,1,3800.0,0,1,0,2024-12-29
102432,527,2,45000.0,0,4,0,2025-04-08
102433,710,0,0.0,0,10,0,2024-03-08
102434,665,0,0.0,0,4,0,2025-04-24
102435,607,2,40200.0,0,1,0,2023-08-20
102436,597,3,65500.0,0,0,0,2023-08-18
102437,542,4,85400.0,0,7,0,2025-04-22
102438,525,1,7300.0,0,0,0,2024-07-13
102439,639,2,31500.0,0,2,0,2024-06-15
102440,621,0,0.0,0,5,0,2023-11-23
102441,658,0,0.0,0,9,0,2024-07-25
102442,529,1,22700.0,1,33,1,2025-04-28
102443,615,0,0.0,0,0,0,2023-08-16
102444,410,1,6200.0,0,2,0,2024-11-18
102445,499,2,35700.0,0,1,0,2023-12-28
102446,669,2,13600.0,0,12,0,2023-11-13
102447,571,0,0.0,2,70,1,2023-10-06
102448,689,0,0.0,0,10,0,2025-02-14
102449,701,0,0.0,0,2,0,2023-08-12
102450,756,0,0.0,0,3,0,2024-01-22
102451,762,0,0.0,0,8,0,2025-03-21
102452,824,0,0.0,0,11,0,2024-03-14
102453,582,1,23400.0,0,7,0,2023-04-27
102454,900,0,0.0,0,9,0,2025-05-29
102455,884,0,0.0,0,7,0,2023-03-23
102456,502,4,68800.0,0,7,0,2025-03-20
102457,543,4,54000.0,1,171,1,2023-12-12
102458,697,1,7900.0,0,13,0,2024-08-11
102459,646,0,0.0,0,1,0,2024-08-18
102460,387,2,24700.0,0,0,0,2023-08-30
102461,465,1,12400.0,0,9,0,2023-10-14
102462,654,1,7900.0,0,3,0,2023-05-02
102463,555,2,37600.0,1,73,1,2023-07-03
102464,665,3,51700.0,0,0,0,2023-02-21
102465,779,1,10000.0,0,11,0,2023-02-22
102466,449,0,0.0,0,0,0,2024-01-11
102467,871,0,0.0,0,6,0,2025-01-20
102468,837,0,0.0,0,5,0,2023-12-21
102469,402,3,62700.0,1,135,1,2024-10-25
102470,479,2,42300.0,0,8,0,2023-10-26
102471,558,2,27300.0,0,13,0,2024-08-06
102472,517,4,96800.0,0,3,0,2024-04-16
102473,692,2,34800.0,0,3,0,2024-10-23
102474,648,3,10700.0,0,10,0,2024-09-04
102475,607,1,13000.0,1,56,1,2025-01-31
102476,613,1,20300.0,0,2,0,2024-05-16
102477,594,1,12700.0,0,14,0,2023-08-31
102478,622,1,23000.0,0,8,0,2023-03-17
102479,825,1,20300.0,0,3,0,2024-12-16
102480,316,2,29900.0,1,91,1,2023-07-04
102481,634,0,0.0,0,9,0,2023-04-05
102482,618,0,0.0,0,3,0,2024-01-21
102483,563,1,23900.0,0,13,0,2025-04-21
102484,606,0,0.0,0,1,0,2023-10-19
102485,733,2,17200.0,0,14,0,2024-05-25
102486,542,0,0.0,0,13,0,2024-02-24
102487,850,0,0.0,0,5,0,2024-11-20
102488,402,3,74800.0,1,155,1,2025-01-05
102489,636,0,0.0,0,11,0,2024-03-17
102490,562,2,44500.0,0,8,0,2024-01-28
102491,647,2,12100.0,0,8,0,2023-12-29
102492,641,1,13600.0,0,11,0,2024-09-29
102493,563,3,66100.0,0,9,0,2024-09-30
102494,722,0,0.0,0,10,0,2023-08-24
102495,784,0,0.0,0,7,0,2023-10-28
102496,573,0,0.0,0,4,0,2024-10-07
102497,509,4,78300.0,1,68,1,2024-06-25
102498,734,0,0.0,0,2,0,2024-10-20
102499,693,0,0.0,0,14,0,2023-01-04
102500,439,2,24200.0,1,102,1,2025-03-08
102501,672,0,0.0,0,10,0,2025-01-27
102502,707,0,0.0,0,0,0,2025-03-15
102503,547,0,0.0,0,9,0,2023-06-02
102504,799,0,0.0,0,7,0,2024-05-22
102505,390,3,63100.0,0,0,0,2024-07-09
102506,341,0,0.0,3,107,1,2023-09-20
102507,686,1,7600.0,0,1,0,2025-02-10
102508,473,3,61500.0,0,0,0,2023-02-23
102509,553,3,69700.0,0,6,0,2024-09-05
102510,502,1,10500.0,1,120,1,2024-06-02
102511,739,0,0.0,0,0,0,2024-03-04
102512,651,1,23400.0,0,4,0,2024-11-29
102513,553,3,10800.0,0,1,0,2024-04-03
102514,480,2,46000.0,1,151,1,2023-03-02
102515,569,2,24500.0,0,3,0,2024-02-01
102516,605,1,17700.0,0,14,0,2025-04-23
102517,568,1,10700.0,0,4,0,2023-02-04
102518,579,0,0.0,0,2,0,2023-02-26
102519,593,0,0.0,0,6,0,2024-11-29
102520,692,3,48400.0,0,8,0,2023-04-11
102521,659,0,0.0,0,2,0,2025-05-14
102522,698,3,17500.0,0,8,0,2024-05-05
102523,592,3,61000.0,1,141,1,2024-10-11
102524,671,2,15900.0,0,0,0,2024-09-22
102525,485,1,10800.0,0,12,0,2025-03-23
102526,604,1,5600.0,0,7,0,2025-06-20
102527,634,2,40700.0,1,166,1,2025-02-24
102528,881,0,0.0,0,12,0,2024-09-01
102529,515,2,16800.0,0,4,0,2023-11-18
102530,432,3,15600.0,0,11,0,2023-10-21
102531,469,0,0.0,0,0,0,2023-11-23
102532,486,3,53000.0,0,13,0,2025-05-25
102533,681,2,36000.0,0,4,0,2024-02-18
102534,425,0,0.0,0,6,0,2023-02-08
102535,635,1,12500.0,0,7,0,2023-03-28
102536,578,2,28700.0,0,10,0,2024-05-16
102537,745,1,7000.0,0,12,0,2023-02-12
102538,637,1,14000.0,0,3,0,2024-09-05
102539,737,1,18100.0,0,13,0,2023-01-04
102540,659,2,14500.0,0,0,0,2024-08-24
102541,696,1,3900.0,0,13,0,2024-04-21
102542,444,1,8600.0,0,12,0,2024-08-27
102543,461,2,9600.0,0,1,0,2024-05-01
102544,630,1,20700.0,0,1,0,2023-12-28
102545,563,1,22300.0,0,3,0,2023-03-14
102546,486,2,18100.0,0,14,0,2024-06-24
102547,668,0,0.0,0,11,0,2023-06-11
102548,415,3,52700.0,2,35,1,2025-03-11
102549,582,1,20300.0,0,9,0,2024-10-29
102550,567,0,0.0,0,13,0,2025-05-04
102551,672,0,0.0,0,5,0,2024-04-26
102552,546,2,21300.0,0,0,0,2025-04-09
102553,713,1,17600.0,0,14,0,2024-12-02
102554,804,0,0.0,0,7,0,2025-01-18
102555,775,1,7700.0,0,5,0,2023-07-04
102556,766,0,0.0,0,0,0,2024-12-04
102557,759,2,34700.0,0,12,0,2024-05-31
102558,679,1,10100.0,0,3,0,2024-12-12
102559,534,4,14400.0,2,167,1,2023-08-08
102560,520,0,0.0,1,104,1,2023-08-22
102561,719,0,0.0,0,6,0,2025-05-14
102562,395,3,14600.0,1,162,1,2024-01-04
102563,728,2,37200.0,0,2,0,2025-04-13
102564,552,3,70400.0,0,0,0,2023-07-23
102565,580,0,0.0,0,14,0,2023-10-21
102566,700,1,18000.0,0,11,0,2024-01-13
102567,657,0,0.0,0,8,0,2023-05-21
102568,594,1,18400.0,0,14,0,2024-01-18
102569,508,2,14000.0,0,8,0,2023-05-15
102570,417,5,29000.0,1,176,1,2023-05-15
102571,359,2,42500.0,0,11,0,2023-06-11
102572,790,0,0.0,0,14,0,2023-11-19
102573,593,2,46900.0,0,4,0,2024-07-23
102574,468,3,23100.0,0,4,0,2023-12-09
102575,645,1,14700.0,0,1,0,2023-06-15
102576,525,3,34100.0,0,8,0,2025-05-11
102577,480,2,43700.0,1,129,1,2023-06-19
102578,744,1,14600.0,0,11,0,2024-07-30
102579,650,0,0.0,0,9,0,2023-12-31
102580,621,0,0.0,0,2,0,2023-02-23
102581,513,2,32300.0,1,172,1,2024-12-16
102582,653,2,30300.0,0,9,0,2023-04-08
102583,635,1,19600.0,0,4,0,2023-05-03
102584,644,2,50000.0,0,5,0,2023-02-16
102585,765,0,0.0,0,1,0,2023-05-25
102586,462,1,13700.0,0,11,0,2023-10-13
102587,586,0,0.0,0,2,0,2023-03-11
102588,675,1,18300.0,0,4,0,2023-06-13
102589,577,1,8700.0,0,14,0,2023-02-28
102590,719,2,32000.0,0,9,0,2023-07-20
102591,758,0,0.0,0,13,0,2023-05-31
102592,623,2,24800.0,0,5,0,2023-09-15
102593,595,1,14200.0,0,7,0,2024-12-20
102594,586,3,39300.0,0,6,0,2023-04-19
102595,601,1,15400.0,0,2,0,2025-06-05
102596,765,1,10000.0,0,12,0,2024-04-09
102597,562,1,24700.0,0,12,0,2023-07-07
102598,711,0,0.0,0,6,0,2023-05-26
102599,517,1,6900.0,3,49,1,2023-06-14
102600,482,4,80200.0,0,5,0,2024-11-23
102601,681,2,22500.0,0,6,0,2023-05-31
102602,680,1,9800.0,0,5,0,2024-05-14
102603,494,2,41300.0,1,73,1,2023-02-12
102604,559,4,58400.0,0,11,0,2024-02-03
102605,619,2,8200.0,1,70,1,2025-01-27
102606,637,2,34400.0,0,5,0,2024-12-22
102607,559,1,6600.0,0,4,0,2024-04-07
102608,793,0,0.0,0,7,0,2023-08-23
102609,525,3,45500.0,0,8,0,2023-10-27
102610,401,3,30000.0,1,146,1,2023-10-23
102611,607,2,45100.0,0,2,0,2023-07-08
102612,421,3,24600.0,2,122,1,2024-08-20
102613,489,0,0.0,0,14,0,2023-06-11
102614,495,2,17900.0,0,6,0,2025-05-22
102615,555,4,58000.0,0,7,0,2023-04-13
102616,596,0,0.0,0,5,0,2024-07-19
102617,624,0,0.0,0,8,0,2024-08-22
102618,541,3,57600.0,0,14,0,2024-08-13
102619,566,2,49500.0,0,14,0,2024-08-19
102620,678,2,26700.0,0,5,0,2024-02-13
102621,381,2,34500.0,2,144,1,2023-04-25
102622,630,1,19200.0,0,14,0,2024-07-15
102623,381,3,54500.0,0,7,0,2023-07-12
102624,616,0,0.0,0,6,0,2023-07-07
102625,677,0,0.0,0,9,0,2025-01-08
102626,650,0,0.0,0,7,0,2023-05-09
102627,542,1,23000.0,0,8,0,2024-04-27
102628,626,1,16400.0,0,5,0,2023-11-29
102629,491,2,23000.0,1,160,1,2023-06-12
102630,736,0,0.0,0,9,0,2025-05-10
102631,660,3,33200.0,0,0,0,2024-08-09
102632,520,0,0.0,0,6,0,2024-03-12
102633,754,1,3900.0,0,10,0,2025-01-27
102634,642,0,0.0,0,2,0,2023-11-06
102635,489,1,22000.0,0,7,0,2023-10-26
102636,735,0,0.0,0,0,0,2023-01-31
102637,767,1,11500.0,0,1,0,2024-11-18
102638,573,3,23900.0,0,2,0,2025-05-21
102639,615,5,123700.0,0,2,0,2025-01-30
102640,578,0,0.0,0,7,0,2023-01-19
102641,669,2,7000.0,0,0,0,2023-11-10
102642,709,1,18500.0,0,13,0,2025-05-15
102643,761,1,7400.0,0,4,0,2025-04-15
102644,391,3,9100.0,0,12,0,2023-07-09
