loan_id,customer_id,acquisition_channel,application_date,requested_amount_kes,internal_risk_tier_at_application,internal_default_prob_at_application,approved,approved_amount_kes,interest_rate_monthly_pct,tenor_days,disbursed_date,loan_status,defaulted,days_late,repaid_pct_of_principal,prior_completed_loans_with_us,prior_defaults_with_us,prior_avg_days_late_with_us,prior_repayment_rate_with_us
501506,100767,digital,2025-02-18,20000.0,D,0.6421,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501507,100767,digital,2025-03-17,32700.0,D,0.7421,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501508,100768,digital,2023-05-09,26100.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501509,100768,digital,2023-08-02,24400.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501510,100769,sales_assisted,2023-06-01,10900.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501511,100769,sales_assisted,2023-06-27,9100.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501512,100770,digital,2023-06-15,24600.0,B,0.2245,1,21500.0,9.77,60.0,2023-06-16,closed_good,False,0.0,1.0,0,0,0.0,1.0
501513,100770,digital,2023-09-15,25600.0,A,0.1137,1,23500.0,7.89,120.0,2023-09-16,closed_good,False,0.0,1.0,1,0,0.0,1.0
501514,100770,digital,2023-10-31,41800.0,C,0.3549,1,26800.0,17.9,60.0,2023-10-31,closed_default,True,91.0,0.354,2,0,0.0,1.0
501515,100771,digital,2024-12-31,46800.0,B,0.1774,1,39000.0,12.29,120.0,2025-01-01,closed_good,False,1.0,1.0,0,0,0.0,1.0
501516,100772,digital,2025-06-06,13900.0,C,0.4088,1,9100.0,15.87,120.0,2025-06-06,closed_default,True,190.0,0.513,0,0,0.0,1.0
501517,100772,digital,2025-07-27,18300.0,D,0.9,0,0.0,,,,rejected,,,,1,1,190.0,0.513
501518,100773,sales_assisted,2024-11-30,61000.0,A,0.1132,1,60600.0,8.23,60.0,2024-12-01,closed_good,False,1.0,1.0,0,0,0.0,1.0
501519,100773,sales_assisted,2025-03-28,35400.0,A,0.0908,1,35100.0,6.85,120.0,2025-03-28,closed_good,False,0.0,1.0,1,0,1.0,1.0
501520,100773,sales_assisted,2025-06-25,29800.0,B,0.1752,1,26400.0,11.91,30.0,2025-06-26,closed_good,False,0.0,1.0,2,0,0.5,1.0
501521,100774,digital,2024-09-11,36200.0,D,0.9,1,17800.0,23.72,90.0,2024-09-12,closed_default,True,116.0,0.396,0,0,0.0,1.0
501522,100775,sales_assisted,2024-07-04,8100.0,D,0.9,1,3800.0,20.61,120.0,2024-07-05,closed_default,True,69.0,0.321,0,0,0.0,1.0
501523,100775,sales_assisted,2024-08-29,12900.0,D,0.9,1,6200.0,19.66,30.0,2024-08-29,written_off,True,193.0,0.509,1,1,69.0,0.321
501524,100776,digital,2023-07-05,14600.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501525,100777,digital,2024-03-04,15500.0,D,0.6606,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501526,100778,sales_assisted,2025-03-30,19400.0,D,0.6457,1,9300.0,19.04,30.0,2025-03-30,closed_good,False,0.0,1.0,0,0,0.0,1.0
501527,100778,sales_assisted,2025-05-02,22500.0,D,0.5529,0,0.0,,,,rejected,,,,1,0,0.0,1.0
501528,100779,sales_assisted,2023-11-26,24700.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501529,100779,sales_assisted,2024-03-23,30900.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501530,100779,sales_assisted,2024-06-28,15000.0,D,0.874,1,6900.0,21.47,60.0,2024-06-29,closed_default,True,123.0,0.238,0,0,0.0,1.0
501531,100780,digital,2023-02-03,9100.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501532,100781,sales_assisted,2023-07-20,14300.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501533,100782,digital,2024-04-06,18000.0,A,0.0352,1,16400.0,8.84,90.0,2024-04-07,closed_good,False,0.0,1.0,0,0,0.0,1.0
501534,100783,digital,2024-09-25,23800.0,C,0.386,1,15900.0,13.08,90.0,2024-09-25,written_off,True,190.0,0.353,0,0,0.0,1.0
501535,100784,sales_assisted,2024-01-25,55600.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501536,100784,sales_assisted,2024-04-03,51200.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501537,100784,sales_assisted,2024-05-10,62300.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501538,100784,sales_assisted,2024-06-14,57900.0,D,0.9,1,26200.0,23.27,90.0,2024-06-15,written_off,True,86.0,0.38,0,0,0.0,1.0
501539,100785,digital,2024-02-25,21800.0,A,0.0981,1,21400.0,7.9,60.0,2024-02-25,closed_good,False,0.0,1.0,0,0,0.0,1.0
501540,100785,digital,2024-05-18,23800.0,C,0.3716,1,15600.0,17.75,60.0,2024-05-19,closed_default,True,45.0,0.512,1,0,0.0,1.0
501541,100785,digital,2024-07-02,44300.0,D,0.7529,1,21700.0,23.15,90.0,2024-07-02,closed_default,True,169.0,0.487,2,1,22.5,0.756
501542,100785,digital,2024-10-18,23300.0,D,0.9,0,0.0,,,,rejected,,,,3,2,71.3,0.666
501543,100786,sales_assisted,2024-09-22,24100.0,C,0.3828,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501544,100787,digital,2023-09-05,16200.0,C,0.3369,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501545,100787,digital,2023-11-21,21200.0,D,0.5387,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501546,100788,sales_assisted,2024-12-18,25100.0,D,0.6348,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501547,100788,sales_assisted,2025-01-27,26600.0,D,0.4676,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501548,100788,sales_assisted,2025-03-17,27900.0,B,0.2255,1,22600.0,9.69,120.0,2025-03-18,closed_good,False,0.0,1.0,0,0,0.0,1.0
501549,100789,digital,2023-10-22,2900.0,D,0.8722,1,1400.0,19.15,90.0,2023-10-23,closed_default,True,78.0,0.027,0,0,0.0,1.0
501550,100789,digital,2023-12-27,7400.0,D,0.9,1,3500.0,22.7,120.0,2023-12-27,closed_good,False,0.0,1.0,1,1,78.0,0.027
501551,100790,digital,2023-04-15,14400.0,D,0.6263,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501552,100790,digital,2023-07-08,12700.0,D,0.713,1,5800.0,19.52,90.0,2023-07-09,closed_default,True,160.0,0.03,0,0,0.0,1.0
501553,100791,digital,2023-05-07,20100.0,D,0.8031,1,9500.0,22.45,30.0,2023-05-07,written_off,True,58.0,0.528,0,0,0.0,1.0
501554,100792,digital,2023-11-29,12100.0,D,0.6145,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501555,100792,digital,2024-01-11,17300.0,C,0.4244,1,12000.0,15.81,60.0,2024-01-11,written_off,True,117.0,0.524,0,0,0.0,1.0
501556,100792,digital,2024-02-06,12900.0,D,0.9,0,0.0,,,,rejected,,,,1,1,117.0,0.524
501557,100793,digital,2023-02-14,7700.0,D,0.7082,1,3700.0,18.24,30.0,2023-02-15,closed_default,True,149.0,0.499,0,0,0.0,1.0
501558,100794,digital,2023-06-21,17800.0,A,0.063,1,16200.0,6.79,60.0,2023-06-21,closed_good,False,0.0,1.0,0,0,0.0,1.0
501559,100795,digital,2024-01-30,16900.0,C,0.3848,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501560,100796,digital,2025-05-01,8500.0,D,0.8831,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501561,100796,digital,2025-07-29,10200.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501562,100797,digital,2025-05-29,31400.0,C,0.2948,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501563,100798,sales_assisted,2024-11-18,12000.0,D,0.6044,1,5400.0,19.38,90.0,2024-11-19,closed_default,True,129.0,0.49,0,0,0.0,1.0
501564,100798,sales_assisted,2025-01-02,25300.0,D,0.9,0,0.0,,,,rejected,,,,1,1,129.0,0.49
501565,100798,sales_assisted,2025-02-12,11600.0,D,0.9,0,0.0,,,,rejected,,,,1,1,129.0,0.49
501566,100798,sales_assisted,2025-04-06,27500.0,D,0.9,0,0.0,,,,rejected,,,,1,1,129.0,0.49
501567,100799,sales_assisted,2025-04-30,26000.0,D,0.9,1,12300.0,23.72,30.0,2025-04-30,written_off,True,165.0,0.51,0,0,0.0,1.0
501568,100800,sales_assisted,2024-07-14,30200.0,D,0.8396,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501569,100801,digital,2023-05-09,23000.0,B,0.127,1,18800.0,10.88,120.0,2023-05-10,closed_good,False,0.0,1.0,0,0,0.0,1.0
501570,100801,digital,2023-06-19,2000.0,A,0.1056,1,1900.0,6.73,60.0,2023-06-19,closed_good,False,3.0,1.0,1,0,0.0,1.0
501571,100801,digital,2023-07-31,31500.0,C,0.3208,0,0.0,,,,rejected,,,,2,0,1.5,1.0
501572,100802,sales_assisted,2024-08-19,11600.0,A,0.033,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501573,100802,sales_assisted,2024-09-29,30200.0,A,0.0183,1,27500.0,6.73,60.0,2024-09-30,closed_good,False,0.0,1.0,0,0,0.0,1.0
501574,100803,digital,2024-05-18,9200.0,D,0.9,1,4200.0,23.58,60.0,2024-05-18,written_off,True,194.0,0.438,0,0,0.0,1.0
501575,100804,digital,2025-02-13,34900.0,B,0.1265,1,29500.0,11.4,30.0,2025-02-13,closed_good,False,7.0,1.0,0,0,0.0,1.0
501576,100804,digital,2025-06-08,22800.0,B,0.1392,1,18500.0,12.95,120.0,2025-06-09,closed_good,False,0.0,1.0,1,0,7.0,1.0
501577,100805,digital,2023-11-16,2000.0,D,0.9,1,1000.0,21.24,90.0,2023-11-16,closed_default,True,115.0,0.279,0,0,0.0,1.0
501578,100805,digital,2024-02-05,11800.0,D,0.9,0,0.0,,,,rejected,,,,1,1,115.0,0.279
501579,100805,digital,2024-03-16,22500.0,D,0.9,0,0.0,,,,rejected,,,,1,1,115.0,0.279
501580,100806,sales_assisted,2025-01-17,40200.0,D,0.8572,1,18400.0,19.4,120.0,2025-01-17,written_off,True,97.0,0.237,0,0,0.0,1.0
501581,100806,sales_assisted,2025-04-06,11900.0,D,0.9,0,0.0,,,,rejected,,,,1,1,97.0,0.237
501582,100806,sales_assisted,2025-07-24,24100.0,D,0.9,0,0.0,,,,rejected,,,,1,1,97.0,0.237
501583,100806,sales_assisted,2025-08-18,11700.0,D,0.9,0,0.0,,,,rejected,,,,1,1,97.0,0.237
501584,100807,digital,2024-08-07,17200.0,D,0.9,1,8500.0,23.16,90.0,2024-08-07,written_off,True,102.0,0.573,0,0,0.0,1.0
501585,100807,digital,2024-10-05,9800.0,D,0.9,0,0.0,,,,rejected,,,,1,1,102.0,0.573
501586,100808,digital,2024-11-02,19100.0,C,0.4485,1,13100.0,17.2,60.0,2024-11-03,closed_good,False,3.0,1.0,0,0,0.0,1.0
501587,100808,digital,2024-12-01,47700.0,C,0.4392,1,32500.0,14.57,30.0,2024-12-01,closed_default,True,54.0,0.424,1,0,3.0,1.0
501588,100809,sales_assisted,2023-01-26,31600.0,C,0.368,1,21600.0,16.86,60.0,2023-01-26,closed_default,True,68.0,0.212,0,0,0.0,1.0
501589,100810,digital,2025-05-20,43600.0,D,0.6511,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501590,100811,digital,2024-05-09,23400.0,A,0.0939,1,21400.0,6.59,60.0,2024-05-10,closed_good,False,5.0,1.0,0,0,0.0,1.0
501591,100812,sales_assisted,2024-08-10,22400.0,D,0.8734,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501592,100812,sales_assisted,2024-10-04,27700.0,D,0.8818,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501593,100813,digital,2024-02-23,21300.0,D,0.5094,1,10300.0,18.37,90.0,2024-02-24,closed_default,True,116.0,0.025,0,0,0.0,1.0
501594,100814,digital,2023-05-05,54700.0,D,0.64,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501595,100814,digital,2023-08-23,28300.0,D,0.6336,1,14100.0,18.92,90.0,2023-08-24,written_off,True,127.0,0.39,0,0,0.0,1.0
501596,100814,digital,2023-11-01,29500.0,D,0.9,1,14200.0,22.68,30.0,2023-11-02,closed_default,True,145.0,0.471,1,1,127.0,0.39
501597,100815,sales_assisted,2024-05-25,29700.0,D,0.4817,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501598,100815,sales_assisted,2024-08-31,40800.0,B,0.1784,1,34500.0,11.48,120.0,2024-09-01,closed_good,False,0.0,1.0,0,0,0.0,1.0
501599,100815,sales_assisted,2024-10-12,33400.0,D,0.544,0,0.0,,,,rejected,,,,1,0,0.0,1.0
501600,100815,sales_assisted,2024-11-13,15700.0,C,0.3521,0,0.0,,,,rejected,,,,1,0,0.0,1.0
501601,100816,sales_assisted,2024-09-19,18000.0,C,0.3709,1,11500.0,15.46,90.0,2024-09-20,written_off,True,117.0,0.232,0,0,0.0,1.0
501602,100816,sales_assisted,2024-10-19,24900.0,D,0.9,0,0.0,,,,rejected,,,,1,1,117.0,0.232
501603,100816,sales_assisted,2024-12-12,18100.0,D,0.9,1,8900.0,19.93,30.0,2024-12-12,written_off,True,182.0,0.173,1,1,117.0,0.232
501604,100817,digital,2023-05-19,36500.0,C,0.2737,1,23900.0,14.52,90.0,2023-05-20,closed_good,False,0.0,1.0,0,0,0.0,1.0
501605,100818,sales_assisted,2023-11-29,7900.0,D,0.8664,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501606,100818,sales_assisted,2023-12-26,8100.0,D,0.9,1,3900.0,18.88,90.0,2023-12-27,written_off,True,46.0,0.398,0,0,0.0,1.0
501607,100818,sales_assisted,2024-03-22,2000.0,D,0.9,0,0.0,,,,rejected,,,,1,1,46.0,0.398
501608,100819,digital,2024-07-18,21900.0,D,0.8016,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501609,100819,digital,2024-09-18,9900.0,D,0.8333,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501610,100820,digital,2023-09-18,6600.0,D,0.9,1,3100.0,22.25,30.0,2023-09-18,closed_good,False,0.0,1.0,0,0,0.0,1.0
501611,100821,digital,2023-10-01,35200.0,C,0.3214,1,23300.0,17.03,60.0,2023-10-01,closed_good,False,0.0,1.0,0,0,0.0,1.0
501612,100822,digital,2023-04-14,17100.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501613,100822,digital,2023-05-19,19400.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501614,100823,sales_assisted,2024-04-11,5000.0,D,0.6424,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501615,100823,sales_assisted,2024-08-02,2000.0,D,0.4985,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501616,100824,sales_assisted,2023-04-19,21000.0,D,0.7901,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501617,100824,sales_assisted,2023-05-29,15300.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501618,100825,digital,2025-02-28,52000.0,D,0.825,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501619,100825,digital,2025-06-13,47200.0,C,0.443,1,29900.0,15.45,90.0,2025-06-13,closed_default,True,61.0,0.199,0,0,0.0,1.0
501620,100825,digital,2025-08-22,65300.0,D,0.8648,0,0.0,,,,rejected,,,,1,1,61.0,0.199
501621,100826,digital,2023-06-09,23100.0,D,0.8677,1,11400.0,20.16,90.0,2023-06-09,closed_default,True,180.0,0.24,0,0,0.0,1.0
501622,100827,digital,2023-03-29,4800.0,D,0.6993,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501623,100828,sales_assisted,2025-04-17,30800.0,D,0.839,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501624,100829,digital,2023-12-31,54500.0,B,0.1959,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501625,100829,digital,2024-02-04,38500.0,C,0.3298,1,26500.0,13.09,120.0,2024-02-05,closed_good,False,13.0,1.0,0,0,0.0,1.0
501626,100829,digital,2024-03-07,58200.0,B,0.2186,1,50900.0,11.49,120.0,2024-03-08,closed_default,True,153.0,0.292,1,0,13.0,1.0
501627,100830,digital,2023-07-05,40000.0,C,0.404,1,26400.0,15.48,120.0,2023-07-05,closed_default,True,113.0,0.039,0,0,0.0,1.0
501628,100830,digital,2023-08-10,21300.0,D,0.9,0,0.0,,,,rejected,,,,1,1,113.0,0.039
501629,100831,digital,2024-05-13,39500.0,C,0.3682,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501630,100831,digital,2024-09-02,8800.0,C,0.3314,1,5900.0,13.5,30.0,2024-09-02,closed_good,False,0.0,1.0,0,0,0.0,1.0
501631,100832,digital,2023-04-04,19500.0,C,0.3117,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501632,100832,digital,2023-07-01,16000.0,B,0.1829,1,13200.0,9.38,30.0,2023-07-02,closed_good,False,0.0,1.0,0,0,0.0,1.0
501633,100833,sales_assisted,2024-01-11,23100.0,D,0.9,1,10800.0,22.41,60.0,2024-01-12,closed_default,True,161.0,0.421,0,0,0.0,1.0
501634,100833,sales_assisted,2024-03-14,29500.0,D,0.9,0,0.0,,,,rejected,,,,1,1,161.0,0.421
501635,100833,sales_assisted,2024-05-25,44200.0,D,0.9,0,0.0,,,,rejected,,,,1,1,161.0,0.421
501636,100834,sales_assisted,2024-08-18,31900.0,D,0.7341,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501637,100835,digital,2024-03-15,12000.0,D,0.8491,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501638,100835,digital,2024-06-09,27000.0,D,0.9,1,12700.0,21.55,90.0,2024-06-10,closed_default,True,175.0,0.586,0,0,0.0,1.0
501639,100836,sales_assisted,2025-04-16,17600.0,D,0.8627,1,8000.0,22.32,120.0,2025-04-17,closed_default,True,156.0,0.558,0,0,0.0,1.0
501640,100836,sales_assisted,2025-07-27,7000.0,D,0.9,1,3400.0,21.51,60.0,2025-07-27,written_off,True,103.0,0.456,1,1,156.0,0.558
501641,100837,sales_assisted,2024-10-13,15400.0,C,0.3267,1,10200.0,13.4,30.0,2024-10-13,closed_good,False,8.0,1.0,0,0,0.0,1.0
501642,100837,sales_assisted,2024-11-25,12400.0,C,0.3101,0,0.0,,,,rejected,,,,1,0,8.0,1.0
501643,100837,sales_assisted,2025-02-09,26100.0,D,0.6118,1,12100.0,18.86,30.0,2025-02-10,written_off,True,190.0,0.179,1,0,8.0,1.0
501644,100838,digital,2024-08-13,8500.0,D,0.5547,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501645,100838,digital,2024-11-25,13400.0,D,0.7416,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501646,100839,digital,2024-08-28,31600.0,B,0.174,1,28000.0,10.18,90.0,2024-08-28,closed_good,False,0.0,1.0,0,0,0.0,1.0
501647,100839,digital,2024-10-14,42500.0,C,0.4381,1,26800.0,15.41,120.0,2024-10-14,closed_good,False,0.0,1.0,1,0,0.0,1.0
501648,100840,digital,2024-09-18,48800.0,D,0.9,1,23700.0,18.11,90.0,2024-09-19,closed_default,True,44.0,0.244,0,0,0.0,1.0
501649,100840,digital,2024-10-13,32100.0,D,0.9,0,0.0,,,,rejected,,,,1,1,44.0,0.244
501650,100840,digital,2025-01-26,29800.0,D,0.9,0,0.0,,,,rejected,,,,1,1,44.0,0.244
501651,100840,digital,2025-02-21,49100.0,D,0.9,0,0.0,,,,rejected,,,,1,1,44.0,0.244
501652,100841,sales_assisted,2024-03-14,2200.0,D,0.7955,1,1000.0,23.6,30.0,2024-03-15,closed_default,True,176.0,0.427,0,0,0.0,1.0
501653,100841,sales_assisted,2024-04-12,15400.0,D,0.9,0,0.0,,,,rejected,,,,1,1,176.0,0.427
501654,100841,sales_assisted,2024-05-21,14000.0,D,0.9,0,0.0,,,,rejected,,,,1,1,176.0,0.427
501655,100842,digital,2023-04-12,48700.0,D,0.9,1,23700.0,21.55,60.0,2023-04-13,closed_default,True,43.0,0.203,0,0,0.0,1.0
501656,100843,digital,2023-08-24,18100.0,D,0.6428,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501657,100843,digital,2023-10-28,17900.0,D,0.6721,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501658,100843,digital,2023-12-22,8600.0,D,0.4994,1,4000.0,20.24,90.0,2023-12-22,closed_default,True,103.0,0.135,0,0,0.0,1.0
501659,100844,digital,2023-10-18,31000.0,B,0.1495,1,25500.0,10.17,90.0,2023-10-18,closed_good,False,0.0,1.0,0,0,0.0,1.0
501660,100844,digital,2023-12-27,13000.0,B,0.249,1,11500.0,12.82,30.0,2023-12-27,closed_good,False,0.0,1.0,1,0,0.0,1.0
501661,100844,digital,2024-03-09,13600.0,A,0.0656,1,13000.0,6.81,120.0,2024-03-10,closed_good,False,0.0,1.0,2,0,0.0,1.0
501662,100844,digital,2024-06-23,19000.0,A,0.1199,1,17900.0,8.14,120.0,2024-06-24,closed_good,False,0.0,1.0,3,0,0.0,1.0
501663,100845,sales_assisted,2023-08-24,23600.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501664,100846,digital,2023-09-17,37000.0,D,0.656,1,17100.0,18.01,90.0,2023-09-17,closed_good,False,6.0,1.0,0,0,0.0,1.0
501665,100847,sales_assisted,2024-11-18,35600.0,D,0.6113,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501666,100847,sales_assisted,2024-12-19,25000.0,D,0.6352,1,12500.0,19.73,30.0,2024-12-20,closed_default,True,101.0,0.593,0,0,0.0,1.0
501667,100847,sales_assisted,2025-02-15,48200.0,D,0.9,0,0.0,,,,rejected,,,,1,1,101.0,0.593
501668,100847,sales_assisted,2025-06-04,44000.0,D,0.9,1,20800.0,21.85,30.0,2025-06-04,closed_default,True,51.0,0.54,1,1,101.0,0.593
501669,100848,digital,2025-05-06,54600.0,D,0.8926,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501670,100849,sales_assisted,2024-02-15,43800.0,D,0.6269,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501671,100849,sales_assisted,2024-05-30,50600.0,D,0.8471,1,23000.0,23.73,30.0,2024-05-30,written_off,True,137.0,0.481,0,0,0.0,1.0
501672,100849,sales_assisted,2024-08-07,26700.0,D,0.9,0,0.0,,,,rejected,,,,1,1,137.0,0.481
501673,100849,sales_assisted,2024-09-27,71300.0,D,0.9,0,0.0,,,,rejected,,,,1,1,137.0,0.481
501674,100850,digital,2024-03-12,41600.0,C,0.4117,1,28300.0,14.4,90.0,2024-03-13,closed_default,True,73.0,0.454,0,0,0.0,1.0
501675,100850,digital,2024-06-02,17700.0,D,0.9,0,0.0,,,,rejected,,,,1,1,73.0,0.454
501676,100851,digital,2023-10-29,7700.0,D,0.7058,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501677,100851,digital,2024-01-04,21000.0,D,0.5693,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501678,100851,digital,2024-02-24,7400.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501679,100852,sales_assisted,2024-07-30,9300.0,D,0.8886,1,4500.0,21.92,120.0,2024-07-31,closed_default,True,108.0,0.066,0,0,0.0,1.0
501680,100853,sales_assisted,2024-09-13,9200.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501681,100853,sales_assisted,2024-11-03,14200.0,D,0.9,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501682,100854,digital,2023-02-21,11000.0,D,0.8556,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501683,100854,digital,2023-05-13,16800.0,D,0.8146,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501684,100855,digital,2024-04-03,9000.0,D,0.645,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501685,100856,sales_assisted,2024-01-22,29800.0,B,0.1718,1,26100.0,12.08,60.0,2024-01-22,closed_good,False,0.0,1.0,0,0,0.0,1.0
501686,100856,sales_assisted,2024-03-24,35200.0,C,0.2558,0,0.0,,,,rejected,,,,1,0,0.0,1.0
501687,100857,sales_assisted,2024-02-05,39100.0,D,0.9,1,19000.0,19.21,120.0,2024-02-06,closed_default,True,161.0,0.027,0,0,0.0,1.0
501688,100858,digital,2024-04-09,5400.0,D,0.9,1,2600.0,19.22,30.0,2024-04-10,closed_default,True,85.0,0.496,0,0,0.0,1.0
501689,100858,digital,2024-07-10,2200.0,D,0.9,1,1100.0,19.99,90.0,2024-07-11,closed_default,True,68.0,0.13,1,1,85.0,0.496
501690,100859,digital,2023-05-09,34000.0,D,0.6447,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501691,100860,sales_assisted,2024-12-23,37700.0,D,0.8259,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501692,100861,sales_assisted,2025-03-30,12700.0,D,0.8327,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501693,100862,sales_assisted,2023-04-11,38400.0,D,0.9,1,18100.0,18.93,60.0,2023-04-11,closed_default,True,37.0,0.481,0,0,0.0,1.0
501694,100862,sales_assisted,2023-07-01,36600.0,D,0.9,1,17300.0,22.46,120.0,2023-07-01,closed_default,True,173.0,0.469,1,1,37.0,0.481
501695,100863,digital,2025-01-21,62600.0,B,0.2182,1,54200.0,10.3,60.0,2025-01-21,written_off,True,141.0,0.42,0,0,0.0,1.0
501696,100864,digital,2024-05-28,33000.0,D,0.5353,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501697,100864,digital,2024-09-18,33500.0,D,0.517,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501698,100864,digital,2024-10-30,44000.0,D,0.6329,1,20800.0,22.7,60.0,2024-10-31,closed_default,True,81.0,0.372,0,0,0.0,1.0
501699,100865,sales_assisted,2025-01-30,28600.0,B,0.2057,1,23700.0,10.25,30.0,2025-01-31,closed_good,False,0.0,1.0,0,0,0.0,1.0
501700,100865,sales_assisted,2025-03-21,59200.0,B,0.1433,1,52600.0,12.96,120.0,2025-03-22,closed_good,False,7.0,1.0,1,0,0.0,1.0
501701,100865,sales_assisted,2025-06-30,41800.0,A,0.0749,1,39000.0,6.77,90.0,2025-06-30,closed_good,False,4.0,1.0,2,0,3.5,1.0
501702,100865,sales_assisted,2025-08-20,57400.0,B,0.1426,0,0.0,,,,rejected,,,,3,0,3.7,1.0
501703,100866,sales_assisted,2023-06-17,55700.0,D,0.8524,1,25100.0,20.14,90.0,2023-06-17,closed_default,True,83.0,0.302,0,0,0.0,1.0
501704,100866,sales_assisted,2023-07-15,41100.0,D,0.9,1,20300.0,22.97,120.0,2023-07-15,closed_default,True,137.0,0.413,1,1,83.0,0.302
501705,100867,sales_assisted,2023-06-19,42300.0,B,0.2296,0,0.0,,,,rejected,,,,0,0,0.0,1.0
501706,100868,digital,2023-01-08,15800.0,A,0.0399,1,15600.0,6.08,90.0,2023-01-09,closed_good,False,2.0,1.0,0,0,0.0,1.0
501707,100868,digital,2023-02-25,29200.0,A,0.0299,1,29200.0,8.48,120.0,2023-02-26,closed_good,False,4.0,1.0,1,0,2.0,1.0
501708,100869,digital,2024-04-02,30300.0,D,0.6929,1,13900.0,21.2,120.0,2024-04-02,written_off,True,115.0,0.395,0,0,0.0,1.0
501709,100869,digital,2024-07-26,45800.0,D,0.9,0,0.0,,,,rejected,,,,1,1,115.0,0.395
501710,100869,digital,2024-09-19,24800.0,D,0.9,0,0.0,,,,rejected,,,,1,1,115.0,0.395
501711,100869,digital,2024-12-05,36200.0,D,0.9,0,0.0,,,,rejected,,,,1,1,115.0,0.395
