customer_id,acquisition_channel,region,employment_type,age,gender,monthly_income_kes,signup_date
101703,sales_assisted,Kisumu,self_employed_business,26,F,64400.0,2025-04-07
101704,digital,Nairobi,formal_employed,37,F,17500.0,2024-05-16
101705,sales_assisted,Mombasa,formal_employed,37,F,37700.0,2024-10-02
101706,digital,Kisumu,informal_gig,25,F,8800.0,2024-06-09
101707,digital,Nairobi,informal_gig,20,M,19300.0,2023-07-26
101708,sales_assisted,Mombasa,formal_employed,33,M,42500.0,2024-05-10
101709,digital,Kakamega,informal_gig,39,F,36200.0,2025-06-01
101710,sales_assisted,Eldoret,informal_gig,42,M,28300.0,2025-06-15
101711,digital,Nairobi,informal_gig,43,M,10700.0,2025-01-19
101712,sales_assisted,Nairobi,self_employed_business,36,F,9000.0,2024-04-06
101713,sales_assisted,Nakuru,self_employed_business,30,M,45600.0,2023-02-21
101714,digital,Kiambu,informal_gig,32,F,17400.0,2024-01-28
101715,sales_assisted,Kiambu,self_employed_business,21,F,27000.0,2025-01-12
101716,digital,Nakuru,formal_employed,26,F,66300.0,2025-04-26
101717,digital,Meru,self_employed_business,32,F,11300.0,2024-06-03
101718,sales_assisted,Kisumu,self_employed_business,30,M,32400.0,2023-01-26
101719,sales_assisted,Nyeri,self_employed_business,33,F,47600.0,2025-03-11
101720,digital,Nairobi,informal_gig,20,F,11600.0,2025-01-23
101721,digital,Kisumu,self_employed_business,22,F,57700.0,2024-06-14
101722,sales_assisted,Eldoret,formal_employed,39,F,26800.0,2024-01-04
101723,digital,Nakuru,civil_servant,25,M,38900.0,2024-12-17
101724,digital,Nairobi,formal_employed,26,M,32500.0,2023-09-28
101725,digital,Nairobi,formal_employed,33,M,8000.0,2025-01-19
101726,digital,Mombasa,informal_gig,24,F,18300.0,2023-10-27
101727,sales_assisted,Meru,civil_servant,42,M,52700.0,2024-12-17
101728,digital,Meru,informal_gig,21,M,12900.0,2024-09-05
101729,digital,Nairobi,self_employed_business,33,F,28500.0,2023-02-22
101730,sales_assisted,Kiambu,self_employed_business,26,F,30100.0,2023-02-03
101731,digital,Nakuru,informal_gig,34,F,26700.0,2024-08-21
101732,sales_assisted,Nyeri,informal_gig,28,M,18800.0,2024-02-10
101733,digital,Nairobi,formal_employed,32,F,45400.0,2025-03-18
101734,sales_assisted,Kiambu,informal_gig,43,F,22300.0,2024-12-02
101735,sales_assisted,West Pokot,self_employed_business,26,M,30000.0,2025-04-22
101736,sales_assisted,Kiambu,formal_employed,26,M,75400.0,2023-06-26
101737,digital,Kiambu,formal_employed,30,F,26500.0,2024-11-21
101738,digital,Nakuru,formal_employed,46,M,57700.0,2024-02-01
101739,sales_assisted,Meru,civil_servant,32,F,60400.0,2023-10-07
101740,digital,Kisumu,self_employed_business,44,F,35900.0,2023-12-05
101741,digital,Mombasa,informal_gig,31,M,22500.0,2025-02-11
101742,digital,Nyeri,formal_employed,43,M,54500.0,2024-04-25
101743,sales_assisted,Nakuru,informal_gig,36,F,18700.0,2023-01-24
101744,sales_assisted,Mombasa,self_employed_business,37,F,9200.0,2024-03-06
101745,sales_assisted,West Pokot,civil_servant,20,F,36000.0,2024-11-24
101746,sales_assisted,Nakuru,self_employed_business,18,M,63000.0,2024-11-06
101747,digital,Nairobi,informal_gig,42,F,27000.0,2024-03-12
101748,digital,Nakuru,informal_gig,42,M,22700.0,2024-12-15
101749,digital,Machakos,self_employed_business,54,M,49500.0,2025-03-02
101750,sales_assisted,Kiambu,civil_servant,19,F,37700.0,2023-02-20
101751,digital,Nairobi,self_employed_business,37,M,38400.0,2024-03-27
101752,sales_assisted,Eldoret,informal_gig,23,M,18200.0,2025-02-28
101753,sales_assisted,Kisumu,formal_employed,26,M,53600.0,2024-01-16
101754,digital,Kakamega,informal_gig,28,F,17300.0,2025-06-16
101755,digital,Kakamega,civil_servant,36,F,35000.0,2025-01-30
101756,digital,Uasin Gishu,informal_gig,27,F,29700.0,2023-06-22
101757,sales_assisted,Nakuru,self_employed_business,33,M,35000.0,2023-10-24
101758,sales_assisted,Nakuru,self_employed_business,40,M,46600.0,2023-12-19
101759,sales_assisted,Eldoret,informal_gig,43,M,27700.0,2024-03-14
101760,digital,Mombasa,self_employed_business,39,F,36800.0,2024-09-14
101761,digital,Mombasa,civil_servant,37,F,34400.0,2025-01-29
101762,digital,Nairobi,formal_employed,31,M,21200.0,2024-05-18
101763,digital,Nairobi,formal_employed,27,M,25300.0,2023-01-12
101764,digital,Uasin Gishu,informal_gig,37,M,27400.0,2025-02-08
101765,digital,Nairobi,self_employed_business,23,F,47000.0,2023-11-11
101766,sales_assisted,Eldoret,self_employed_business,34,F,23000.0,2023-11-12
101767,digital,Machakos,self_employed_business,23,F,44000.0,2025-01-19
101768,digital,Nairobi,civil_servant,32,M,43500.0,2025-01-03
101769,sales_assisted,Nairobi,self_employed_business,23,M,52200.0,2025-03-02
101770,digital,Nakuru,civil_servant,29,F,74600.0,2025-04-02
101771,sales_assisted,Kisumu,self_employed_business,26,F,46700.0,2023-05-25
101772,sales_assisted,Nakuru,self_employed_business,25,M,27500.0,2023-06-10
101773,sales_assisted,Kakamega,formal_employed,32,F,58400.0,2024-02-05
101774,sales_assisted,Nairobi,self_employed_business,18,F,22200.0,2025-06-03
101775,digital,Nairobi,formal_employed,18,F,85000.0,2023-11-06
101776,sales_assisted,Nairobi,formal_employed,40,F,22900.0,2023-11-04
101777,digital,Nakuru,self_employed_business,34,F,44700.0,2025-05-28
101778,digital,Nakuru,informal_gig,26,M,22000.0,2025-05-22
101779,digital,Uasin Gishu,self_employed_business,41,M,31700.0,2024-05-22
101780,digital,Nairobi,self_employed_business,27,M,30800.0,2024-06-23
101781,sales_assisted,Kisumu,self_employed_business,27,M,58700.0,2023-12-26
101782,digital,Kisumu,self_employed_business,25,F,46600.0,2025-01-09
101783,digital,Meru,informal_gig,50,F,20700.0,2025-02-23
101784,digital,Eldoret,informal_gig,35,M,37200.0,2023-08-26
101785,sales_assisted,Nairobi,informal_gig,34,F,21000.0,2024-09-29
101786,digital,Eldoret,formal_employed,37,F,58200.0,2024-04-14
101787,sales_assisted,Nakuru,self_employed_business,18,M,17600.0,2024-10-03
101788,sales_assisted,Machakos,informal_gig,27,M,10700.0,2024-01-18
101789,digital,Nairobi,civil_servant,37,M,51400.0,2024-07-04
101790,sales_assisted,Meru,self_employed_business,32,F,42700.0,2024-07-27
101791,digital,Eldoret,self_employed_business,52,F,70600.0,2024-01-11
101792,digital,Kakamega,informal_gig,28,F,15800.0,2023-07-12
101793,sales_assisted,Nairobi,civil_servant,41,F,50800.0,2023-03-30
101794,sales_assisted,Kakamega,self_employed_business,40,F,34300.0,2025-05-25
101795,digital,Meru,formal_employed,34,F,60300.0,2024-07-24
101796,digital,Mombasa,informal_gig,35,M,28800.0,2024-02-07
101797,digital,Nakuru,informal_gig,30,M,21800.0,2024-01-09
101798,digital,Nairobi,formal_employed,18,M,31700.0,2024-01-04
101799,sales_assisted,Nakuru,self_employed_business,36,F,32800.0,2024-02-12
101800,digital,Machakos,self_employed_business,36,M,21100.0,2024-02-06
101801,sales_assisted,Mombasa,informal_gig,38,M,25200.0,2025-04-11
101802,digital,Meru,informal_gig,33,F,8000.0,2024-02-12
101803,sales_assisted,Machakos,formal_employed,41,M,34500.0,2024-10-10
101804,sales_assisted,Kakamega,formal_employed,25,F,61300.0,2024-03-16
101805,sales_assisted,Kakamega,informal_gig,46,M,29700.0,2024-12-04
101806,digital,Eldoret,formal_employed,24,M,16000.0,2023-01-11
101807,digital,Kisumu,self_employed_business,32,M,46900.0,2024-11-15
101808,digital,Nairobi,self_employed_business,39,F,20700.0,2023-07-17
101809,digital,Kiambu,self_employed_business,28,M,32200.0,2024-01-25
101810,digital,Nyeri,informal_gig,39,M,28700.0,2024-07-21
101811,digital,Mombasa,formal_employed,29,F,27400.0,2024-05-18
101812,sales_assisted,Uasin Gishu,informal_gig,34,M,34600.0,2023-02-16
101813,digital,Nyeri,informal_gig,31,M,24300.0,2024-05-04
101814,sales_assisted,Mombasa,self_employed_business,27,M,45000.0,2023-04-28
101815,digital,Meru,informal_gig,53,F,31500.0,2023-08-05
101816,sales_assisted,Kakamega,formal_employed,25,F,61000.0,2024-02-22
101817,digital,Nairobi,informal_gig,18,M,29100.0,2024-07-23
101818,digital,Nairobi,formal_employed,25,F,33200.0,2024-04-16
101819,digital,Mombasa,civil_servant,34,F,22200.0,2023-12-04
101820,sales_assisted,Machakos,formal_employed,29,M,39900.0,2023-03-22
101821,digital,Nakuru,self_employed_business,42,M,45200.0,2023-02-18
101822,digital,Machakos,formal_employed,41,F,21900.0,2024-02-07
101823,digital,Kakamega,self_employed_business,30,F,46900.0,2025-05-23
101824,sales_assisted,Meru,formal_employed,18,F,51700.0,2025-01-05
101825,digital,Nakuru,formal_employed,21,M,41700.0,2024-01-10
101826,digital,Mombasa,formal_employed,32,F,46100.0,2023-07-08
101827,digital,Nairobi,formal_employed,18,M,46200.0,2023-11-11
101828,sales_assisted,Nairobi,informal_gig,29,M,25900.0,2024-03-16
101829,digital,Nairobi,self_employed_business,45,F,49300.0,2024-07-18
101830,digital,Nairobi,formal_employed,36,F,96700.0,2024-05-12
101831,sales_assisted,Nairobi,civil_servant,33,F,42700.0,2024-02-13
101832,digital,Eldoret,informal_gig,23,F,16300.0,2024-07-24
101833,digital,Mombasa,formal_employed,34,F,10700.0,2025-05-29
101834,digital,Nairobi,self_employed_business,30,M,16600.0,2024-01-09
101835,digital,Kiambu,self_employed_business,35,F,26500.0,2023-02-15
101836,digital,Kisumu,self_employed_business,39,M,48500.0,2025-02-04
101837,digital,Uasin Gishu,informal_gig,41,M,18500.0,2025-01-04
101838,sales_assisted,Eldoret,self_employed_business,34,M,44200.0,2024-06-13
101839,sales_assisted,Nairobi,civil_servant,37,F,28300.0,2023-01-20
101840,digital,Uasin Gishu,informal_gig,28,M,26000.0,2025-03-12
101841,digital,Kiambu,civil_servant,43,F,54000.0,2023-06-14
101842,digital,Eldoret,self_employed_business,25,F,31900.0,2025-05-18
101843,sales_assisted,Kisumu,informal_gig,31,M,25800.0,2023-06-06
101844,digital,Mombasa,informal_gig,44,F,18100.0,2023-01-03
101845,sales_assisted,Mombasa,informal_gig,28,F,11200.0,2023-11-03
101846,digital,Machakos,formal_employed,20,M,55000.0,2024-03-19
101847,sales_assisted,Kisumu,formal_employed,29,M,52400.0,2025-02-27
101848,digital,Nairobi,formal_employed,45,F,55700.0,2023-02-08
101849,sales_assisted,Nairobi,formal_employed,18,M,62200.0,2023-08-08
101850,digital,Nairobi,civil_servant,33,M,36000.0,2024-08-14
101851,sales_assisted,Nairobi,informal_gig,27,F,20500.0,2024-04-08
101852,digital,Nakuru,formal_employed,31,M,39900.0,2025-02-06
101853,sales_assisted,West Pokot,self_employed_business,29,M,43200.0,2024-03-06
101854,sales_assisted,Nairobi,formal_employed,41,M,42500.0,2024-07-14
101855,sales_assisted,Nakuru,informal_gig,33,M,23100.0,2023-08-01
101856,digital,Nairobi,civil_servant,42,M,28500.0,2023-12-21
101857,digital,Kisumu,formal_employed,44,M,26500.0,2024-02-21
101858,digital,Eldoret,self_employed_business,33,F,24200.0,2024-06-26
101859,digital,Kisumu,civil_servant,29,F,46700.0,2025-01-29
101860,digital,Uasin Gishu,informal_gig,36,M,21600.0,2023-10-26
101861,sales_assisted,Nyeri,informal_gig,38,F,17700.0,2024-09-20
101862,sales_assisted,Kiambu,self_employed_business,22,M,48100.0,2023-07-04
101863,digital,Kiambu,formal_employed,35,M,71200.0,2023-12-19
101864,sales_assisted,Nakuru,informal_gig,30,F,17600.0,2023-03-16
101865,sales_assisted,Kisumu,formal_employed,29,F,25500.0,2023-08-31
101866,sales_assisted,Nakuru,informal_gig,26,F,30300.0,2024-12-14
101867,digital,Machakos,informal_gig,27,F,22100.0,2024-04-09
101868,digital,Nairobi,self_employed_business,44,F,35200.0,2025-03-27
101869,sales_assisted,Nairobi,self_employed_business,29,M,53500.0,2023-07-22
101870,digital,Nairobi,informal_gig,43,M,19700.0,2024-01-23
101871,digital,Eldoret,civil_servant,34,M,46400.0,2023-05-21
101872,sales_assisted,Kakamega,self_employed_business,22,F,40400.0,2023-09-17
101873,sales_assisted,Nairobi,informal_gig,34,M,50600.0,2023-02-09
101874,sales_assisted,Kisumu,formal_employed,22,M,42600.0,2023-07-11
101875,sales_assisted,Nakuru,civil_servant,38,F,55000.0,2023-01-10
101876,digital,Kiambu,informal_gig,31,F,19800.0,2024-08-27
101877,digital,Nairobi,formal_employed,40,M,53100.0,2025-05-25
101878,digital,Nairobi,informal_gig,45,M,20300.0,2023-02-11
101879,digital,Eldoret,informal_gig,18,F,29000.0,2023-11-22
101880,digital,Eldoret,informal_gig,28,F,21200.0,2025-03-10
101881,sales_assisted,Kiambu,self_employed_business,22,F,45700.0,2023-02-03
101882,digital,Eldoret,informal_gig,52,M,15300.0,2024-10-03
101883,sales_assisted,Uasin Gishu,informal_gig,29,M,15000.0,2024-06-07
101884,digital,Nakuru,self_employed_business,21,M,9400.0,2025-01-15
101885,digital,Mombasa,formal_employed,53,F,51600.0,2024-02-28
101886,digital,Nyeri,informal_gig,26,F,16300.0,2023-03-14
101887,digital,Nairobi,informal_gig,18,F,41300.0,2024-06-01
101888,sales_assisted,Kiambu,self_employed_business,22,M,30800.0,2025-05-21
101889,digital,Nairobi,informal_gig,34,M,33000.0,2024-05-02
101890,digital,Mombasa,formal_employed,33,F,65600.0,2023-02-15
101891,sales_assisted,Nairobi,informal_gig,25,F,19800.0,2023-04-01
101892,digital,Eldoret,self_employed_business,28,M,26800.0,2024-03-16
101893,digital,Kiambu,formal_employed,33,F,42600.0,2024-11-04
101894,digital,Nairobi,civil_servant,44,M,58200.0,2023-07-09
101895,digital,Nairobi,informal_gig,35,F,42100.0,2023-12-05
101896,sales_assisted,Nakuru,formal_employed,27,F,22800.0,2025-05-19
101897,digital,Nairobi,civil_servant,30,M,40200.0,2025-06-15
101898,digital,Mombasa,civil_servant,39,F,30300.0,2025-03-13
101899,digital,Uasin Gishu,informal_gig,48,M,18800.0,2024-06-15
101900,digital,Nairobi,formal_employed,23,M,75700.0,2025-03-15
101901,digital,Mombasa,formal_employed,43,F,31100.0,2024-03-17
101902,sales_assisted,Mombasa,informal_gig,30,F,8000.0,2025-06-11
101903,digital,Nakuru,civil_servant,18,M,43200.0,2023-11-22
101904,digital,Nairobi,formal_employed,18,F,51800.0,2025-04-03
101905,digital,Meru,self_employed_business,45,M,31600.0,2024-04-29
101906,digital,Eldoret,formal_employed,46,F,32700.0,2025-04-17
101907,digital,Kiambu,self_employed_business,27,M,40400.0,2024-03-01
101908,sales_assisted,Mombasa,informal_gig,31,M,10100.0,2025-03-08
101909,sales_assisted,Eldoret,formal_employed,18,M,52600.0,2024-04-18
101910,digital,West Pokot,informal_gig,39,F,18900.0,2025-01-04
101911,digital,Kiambu,informal_gig,32,F,34200.0,2025-05-23
101912,sales_assisted,Uasin Gishu,self_employed_business,19,M,42800.0,2023-03-13
101913,digital,Nairobi,informal_gig,34,F,20600.0,2023-12-31
101914,digital,Nyeri,formal_employed,20,M,40900.0,2023-01-05
101915,digital,Kiambu,formal_employed,38,M,10200.0,2023-09-10
101916,sales_assisted,Kiambu,self_employed_business,23,M,36100.0,2023-02-14
101917,sales_assisted,Kakamega,self_employed_business,36,F,34900.0,2024-01-18
101918,digital,Nyeri,formal_employed,27,M,45900.0,2023-11-06
101919,sales_assisted,Mombasa,civil_servant,18,M,37000.0,2023-02-16
101920,digital,Machakos,formal_employed,41,F,70700.0,2023-12-10
101921,digital,Meru,formal_employed,42,M,40200.0,2024-02-15
101922,digital,Meru,informal_gig,28,F,14600.0,2023-01-21
101923,digital,Machakos,civil_servant,35,F,13400.0,2025-04-08
101924,digital,Nairobi,self_employed_business,36,F,31200.0,2023-10-07
101925,digital,Nakuru,formal_employed,37,M,26200.0,2023-06-30
101926,digital,Mombasa,self_employed_business,48,M,18300.0,2023-02-19
101927,sales_assisted,Machakos,formal_employed,36,F,39400.0,2023-03-22
101928,digital,Meru,self_employed_business,29,M,55300.0,2024-09-13
101929,digital,Kiambu,informal_gig,36,F,30200.0,2023-01-15
101930,sales_assisted,Machakos,self_employed_business,29,M,18500.0,2023-03-25
101931,digital,Eldoret,self_employed_business,23,F,38600.0,2024-08-02
101932,sales_assisted,Nairobi,informal_gig,43,M,25700.0,2023-11-06
101933,sales_assisted,Eldoret,formal_employed,37,M,55500.0,2024-11-19
101934,sales_assisted,West Pokot,formal_employed,18,F,73900.0,2024-09-21
101935,digital,Kakamega,informal_gig,26,M,11700.0,2024-08-27
101936,digital,West Pokot,formal_employed,39,F,29100.0,2023-03-02
101937,digital,Nyeri,formal_employed,18,F,33100.0,2024-07-30
101938,digital,Nakuru,formal_employed,26,F,51600.0,2025-03-21
101939,digital,Meru,self_employed_business,56,M,8000.0,2025-01-05
101940,digital,Kisumu,self_employed_business,30,F,34500.0,2025-04-24
101941,digital,Mombasa,self_employed_business,42,M,10900.0,2025-02-07
101942,digital,Nairobi,self_employed_business,46,M,38000.0,2025-04-06
101943,digital,Nairobi,self_employed_business,24,M,69500.0,2023-10-30
101944,sales_assisted,Nairobi,formal_employed,35,F,61200.0,2023-08-18
101945,sales_assisted,Eldoret,informal_gig,51,M,11200.0,2024-06-05
101946,digital,Nairobi,civil_servant,37,M,33300.0,2023-06-20
101947,sales_assisted,Mombasa,self_employed_business,54,M,24500.0,2024-08-15
101948,digital,Kisumu,self_employed_business,27,M,57700.0,2025-06-10
101949,sales_assisted,Mombasa,informal_gig,49,F,8000.0,2023-11-04
101950,sales_assisted,Kiambu,formal_employed,33,M,37100.0,2023-11-05
101951,digital,Mombasa,self_employed_business,30,F,27400.0,2024-07-26
101952,sales_assisted,Nairobi,civil_servant,38,M,21200.0,2024-07-02
101953,sales_assisted,Nyeri,formal_employed,31,F,74900.0,2024-08-16
101954,sales_assisted,Kiambu,formal_employed,32,M,16800.0,2023-12-28
101955,sales_assisted,Kakamega,self_employed_business,37,M,19800.0,2023-01-01
101956,digital,Machakos,self_employed_business,18,M,62300.0,2023-08-03
101957,digital,Nairobi,self_employed_business,25,F,36500.0,2023-03-18
101958,sales_assisted,Machakos,formal_employed,39,F,41800.0,2023-05-29
101959,digital,Nairobi,informal_gig,41,M,16500.0,2024-10-23
101960,digital,Mombasa,formal_employed,36,M,45000.0,2023-04-04
101961,digital,Nairobi,civil_servant,35,M,33100.0,2023-03-09
101962,digital,Machakos,formal_employed,36,M,31800.0,2023-07-01
101963,digital,Nairobi,formal_employed,41,F,19800.0,2024-04-01
101964,sales_assisted,Nairobi,self_employed_business,20,M,38600.0,2023-01-31
101965,digital,Nairobi,formal_employed,28,M,34300.0,2023-02-10
101966,sales_assisted,Meru,informal_gig,32,F,17900.0,2025-03-19
101967,sales_assisted,Nakuru,formal_employed,34,M,56900.0,2025-01-15
101968,digital,Kisumu,self_employed_business,18,M,30300.0,2023-07-16
101969,digital,Nakuru,formal_employed,21,M,43000.0,2024-05-14
101970,digital,Machakos,self_employed_business,32,F,63400.0,2024-11-18
101971,sales_assisted,Nairobi,formal_employed,42,F,51900.0,2023-07-03
101972,sales_assisted,Uasin Gishu,self_employed_business,29,F,29800.0,2024-05-02
101973,digital,Nakuru,formal_employed,26,F,25300.0,2025-02-15
101974,digital,Nairobi,informal_gig,37,M,20800.0,2023-02-19
101975,digital,Nairobi,informal_gig,30,M,28900.0,2023-04-18
101976,digital,Nairobi,formal_employed,40,M,34400.0,2025-01-25
101977,sales_assisted,Mombasa,formal_employed,31,M,44200.0,2025-03-27
101978,sales_assisted,Nairobi,formal_employed,22,F,33900.0,2024-08-24
101979,digital,West Pokot,formal_employed,45,M,37700.0,2025-05-24
101980,sales_assisted,Kisumu,self_employed_business,44,M,18600.0,2024-10-30
101981,digital,Nairobi,self_employed_business,24,M,41200.0,2024-08-15
101982,sales_assisted,Mombasa,civil_servant,36,F,41300.0,2023-01-22
101983,digital,Nairobi,informal_gig,30,F,34400.0,2025-01-24
101984,digital,Nairobi,formal_employed,38,F,45800.0,2023-10-16
101985,sales_assisted,Nakuru,formal_employed,25,M,31000.0,2025-01-11
101986,digital,Nairobi,formal_employed,40,F,70000.0,2023-01-04
101987,sales_assisted,Nairobi,formal_employed,43,F,50400.0,2024-02-13
101988,sales_assisted,Uasin Gishu,self_employed_business,24,F,39900.0,2024-07-13
101989,digital,Kakamega,formal_employed,33,F,43600.0,2023-04-20
101990,digital,Uasin Gishu,formal_employed,43,M,46500.0,2023-11-28
101991,sales_assisted,Nairobi,formal_employed,23,F,28200.0,2023-03-16
101992,digital,Kiambu,informal_gig,26,F,20700.0,2024-02-25
101993,digital,Nakuru,formal_employed,38,M,39800.0,2023-04-04
101994,digital,Nairobi,civil_servant,31,M,44600.0,2023-08-08
101995,sales_assisted,Kiambu,self_employed_business,18,M,53900.0,2024-04-06
101996,digital,Nairobi,self_employed_business,30,F,51600.0,2024-02-12
101997,digital,Mombasa,self_employed_business,48,F,44700.0,2023-02-01
101998,sales_assisted,Kiambu,self_employed_business,51,F,10700.0,2024-12-30
101999,digital,Eldoret,self_employed_business,27,F,30300.0,2024-03-08
102000,sales_assisted,Kisumu,self_employed_business,24,M,9200.0,2023-09-25
102001,digital,Nakuru,self_employed_business,28,F,53400.0,2023-09-16
102002,sales_assisted,Nairobi,self_employed_business,49,M,35100.0,2023-04-01
102003,sales_assisted,Nyeri,formal_employed,40,M,41100.0,2025-02-23
102004,digital,Nairobi,informal_gig,46,M,15300.0,2024-11-15
102005,sales_assisted,Nairobi,self_employed_business,41,F,56100.0,2023-03-23
102006,digital,Nairobi,informal_gig,21,M,22300.0,2025-03-02
102007,digital,West Pokot,civil_servant,24,M,37000.0,2024-09-04
102008,digital,Machakos,self_employed_business,26,F,38800.0,2024-09-11
102009,sales_assisted,Mombasa,informal_gig,28,M,23200.0,2023-03-15
102010,digital,Uasin Gishu,self_employed_business,26,F,34900.0,2023-09-12
102011,digital,Nairobi,self_employed_business,27,M,56100.0,2024-04-20
102012,digital,West Pokot,informal_gig,38,F,32400.0,2024-08-28
102013,digital,Nairobi,formal_employed,34,M,45400.0,2023-10-28
102014,digital,Mombasa,formal_employed,43,M,29700.0,2024-12-22
102015,digital,Nairobi,self_employed_business,35,F,41900.0,2024-05-09
102016,digital,Nyeri,formal_employed,26,F,33000.0,2025-01-26
102017,digital,Uasin Gishu,formal_employed,34,M,69400.0,2023-03-07
102018,digital,Eldoret,informal_gig,19,M,35200.0,2023-09-17
102019,digital,Nairobi,self_employed_business,18,F,47900.0,2024-03-26
102020,sales_assisted,Nairobi,formal_employed,38,F,22800.0,2024-12-08
102021,digital,Mombasa,formal_employed,42,F,35300.0,2024-04-02
102022,digital,Nakuru,civil_servant,33,M,35700.0,2023-09-19
102023,digital,Nairobi,civil_servant,29,M,25400.0,2025-01-29
102024,digital,Kakamega,informal_gig,20,F,18700.0,2023-02-01
102025,digital,Eldoret,formal_employed,43,M,47900.0,2023-02-20
102026,sales_assisted,West Pokot,self_employed_business,37,M,45000.0,2023-11-18
102027,digital,Mombasa,self_employed_business,35,F,56500.0,2023-04-21
102028,digital,Nakuru,informal_gig,32,F,21200.0,2023-10-05
102029,digital,Kisumu,self_employed_business,28,M,32400.0,2025-06-01
102030,digital,Nairobi,informal_gig,22,F,10100.0,2024-01-17
102031,digital,Eldoret,self_employed_business,35,F,42200.0,2024-03-14
102032,digital,Machakos,informal_gig,28,F,17400.0,2023-12-26
102033,digital,Nairobi,self_employed_business,29,M,33800.0,2024-10-01
102034,digital,Nakuru,self_employed_business,48,F,28400.0,2023-12-15
102035,sales_assisted,Kiambu,self_employed_business,32,F,28800.0,2023-09-20
102036,sales_assisted,Kisumu,self_employed_business,18,M,47900.0,2023-01-14
102037,digital,Kisumu,informal_gig,28,M,20900.0,2024-07-21
102038,digital,Meru,self_employed_business,23,F,60700.0,2024-12-18
102039,sales_assisted,Kisumu,civil_servant,31,M,21000.0,2024-01-16
102040,digital,Nairobi,self_employed_business,20,M,56000.0,2023-10-11
102041,sales_assisted,Kiambu,self_employed_business,36,F,29500.0,2025-01-18
102042,sales_assisted,Uasin Gishu,formal_employed,30,F,42800.0,2025-05-04
102043,sales_assisted,Nairobi,formal_employed,28,M,52700.0,2024-01-26
102044,sales_assisted,Nairobi,informal_gig,34,F,30400.0,2023-07-04
102045,digital,Meru,formal_employed,32,F,63000.0,2024-09-01
102046,digital,Eldoret,self_employed_business,31,F,52900.0,2024-07-14
102047,digital,Mombasa,formal_employed,30,F,40000.0,2023-10-27
102048,digital,Kisumu,informal_gig,32,M,37400.0,2024-12-29
102049,digital,Meru,civil_servant,36,F,48800.0,2023-07-04
102050,sales_assisted,Kisumu,informal_gig,34,F,8000.0,2023-02-12
102051,digital,Nairobi,self_employed_business,43,M,37900.0,2023-07-15
102052,digital,Nairobi,self_employed_business,28,M,31600.0,2024-10-31
102053,sales_assisted,Mombasa,formal_employed,35,F,38600.0,2024-05-24
102054,digital,Uasin Gishu,civil_servant,55,M,49500.0,2024-09-09
102055,digital,Kisumu,formal_employed,32,F,49800.0,2024-03-17
102056,sales_assisted,Nakuru,civil_servant,32,M,28500.0,2023-04-15
102057,digital,West Pokot,informal_gig,21,F,34900.0,2024-09-24
102058,digital,Mombasa,informal_gig,26,M,10300.0,2024-08-23
102059,digital,Kisumu,informal_gig,32,F,9700.0,2025-02-02
102060,sales_assisted,Nairobi,self_employed_business,37,F,20900.0,2023-04-23
102061,digital,Meru,formal_employed,38,M,52300.0,2023-02-03
102062,digital,Meru,self_employed_business,35,F,43000.0,2023-09-30
102063,digital,Kiambu,formal_employed,40,M,29700.0,2024-12-20
102064,digital,Nakuru,informal_gig,24,F,16400.0,2023-04-02
102065,sales_assisted,Mombasa,self_employed_business,37,M,37300.0,2025-02-13
102066,digital,Nairobi,informal_gig,33,F,12200.0,2025-05-02
102067,sales_assisted,Nyeri,informal_gig,34,F,28700.0,2024-10-01
102068,digital,Nairobi,formal_employed,29,M,72500.0,2025-05-13
102069,digital,Kakamega,formal_employed,24,F,41100.0,2024-09-03
102070,sales_assisted,Meru,self_employed_business,22,M,42700.0,2023-03-21
102071,digital,Nairobi,formal_employed,35,F,46200.0,2025-04-24
102072,digital,Nakuru,informal_gig,37,M,33700.0,2024-12-16
102073,sales_assisted,Nairobi,informal_gig,31,M,38700.0,2025-03-11
102074,digital,Kisumu,informal_gig,32,F,18500.0,2023-04-18
102075,digital,Nyeri,self_employed_business,26,M,37900.0,2023-11-27
102076,sales_assisted,Mombasa,informal_gig,37,F,29200.0,2023-06-29
102077,digital,Nyeri,self_employed_business,33,F,42600.0,2024-08-02
102078,digital,Nairobi,civil_servant,29,F,24800.0,2024-07-06
102079,digital,Mombasa,informal_gig,40,M,8000.0,2024-04-26
102080,digital,West Pokot,informal_gig,38,F,16400.0,2023-05-30
102081,digital,Kiambu,formal_employed,19,F,50200.0,2023-04-07
102082,sales_assisted,Nakuru,informal_gig,33,F,18200.0,2025-06-03
102083,digital,Kakamega,self_employed_business,24,M,21400.0,2023-07-27
102084,sales_assisted,West Pokot,self_employed_business,34,M,28600.0,2025-05-12
102085,digital,Machakos,self_employed_business,18,M,65200.0,2024-03-30
102086,digital,Eldoret,self_employed_business,34,F,20200.0,2023-01-18
102087,digital,Nairobi,formal_employed,39,M,38600.0,2024-02-11
102088,sales_assisted,Nairobi,formal_employed,32,M,35000.0,2025-02-28
102089,digital,Eldoret,informal_gig,22,M,38900.0,2024-05-31
102090,digital,Kisumu,informal_gig,50,M,8700.0,2025-05-01
102091,sales_assisted,Nairobi,civil_servant,43,F,26800.0,2024-12-18
102092,digital,Nakuru,informal_gig,28,F,22200.0,2025-03-09
