loan_id,customer_id,disbursed_date,tenor_days,loan_status,days_late_final,repaid_pct_final,approved_amount_kes,due_date
502749,101404,2024-07-01,30.0,closed_good,11.0,1.0,9600.0,2024-07-31
502752,101406,2024-03-09,60.0,closed_default,49.0,0.134,7300.0,2024-05-08
502753,101407,2025-04-18,90.0,closed_good,8.0,1.0,16500.0,2025-07-17
502755,101408,2024-02-06,30.0,closed_default,92.0,0.341,8500.0,2024-03-07
502761,101411,2023-03-19,60.0,closed_default,88.0,0.528,1800.0,2023-05-18
502762,101411,2023-06-15,120.0,written_off,125.0,0.587,13400.0,2023-10-13
502764,101412,2023-07-08,90.0,written_off,166.0,0.481,6200.0,2023-10-06
502766,101413,2023-03-12,60.0,closed_default,46.0,0.587,14400.0,2023-05-11
502774,101420,2023-05-03,120.0,closed_good,0.0,1.0,58200.0,2023-08-31
502776,101422,2024-06-03,90.0,closed_default,88.0,0.274,25600.0,2024-09-01
502777,101423,2024-11-13,90.0,written_off,124.0,0.1,3100.0,2025-02-11
502784,101426,2023-11-03,120.0,closed_default,140.0,0.531,47000.0,2024-03-02
502792,101430,2025-06-04,60.0,closed_good,2.0,1.0,31700.0,2025-08-03
502796,101432,2025-02-12,120.0,written_off,154.0,0.269,19400.0,2025-06-12
502797,101433,2023-11-01,90.0,closed_good,0.0,1.0,6400.0,2024-01-30
502805,101437,2024-04-17,30.0,closed_default,32.0,0.19,13500.0,2024-05-17
502806,101438,2023-12-25,90.0,closed_good,3.0,1.0,3200.0,2024-03-24
502807,101438,2024-04-05,60.0,closed_good,0.0,1.0,6300.0,2024-06-04
502808,101438,2024-05-25,60.0,closed_good,0.0,1.0,6300.0,2024-07-24
502810,101439,2023-06-08,30.0,closed_default,47.0,0.21,6800.0,2023-07-08
502813,101441,2024-09-12,120.0,closed_default,121.0,0.427,15500.0,2025-01-10
502816,101443,2024-09-02,120.0,written_off,75.0,0.475,13200.0,2024-12-31
502822,101446,2025-06-07,60.0,closed_good,2.0,1.0,28300.0,2025-08-06
502825,101448,2024-09-13,90.0,closed_default,133.0,0.006,3200.0,2024-12-12
502828,101448,2025-05-25,60.0,closed_default,31.0,0.535,8000.0,2025-07-24
502829,101449,2024-10-27,30.0,closed_good,0.0,1.0,20700.0,2024-11-26
502830,101449,2024-12-31,90.0,closed_good,1.0,1.0,23900.0,2025-03-31
502831,101449,2025-04-08,30.0,closed_good,6.0,1.0,17500.0,2025-05-08
502832,101449,2025-05-14,60.0,closed_good,0.0,1.0,24100.0,2025-07-13
502837,101452,2025-02-01,90.0,written_off,123.0,0.011,14900.0,2025-05-02
502839,101453,2024-05-20,120.0,closed_good,4.0,1.0,19600.0,2024-09-17
502840,101453,2024-09-15,30.0,closed_good,3.0,1.0,23000.0,2024-10-15
502841,101454,2025-01-14,60.0,closed_good,0.0,1.0,14500.0,2025-03-15
502843,101455,2024-01-18,90.0,closed_default,94.0,0.064,11000.0,2024-04-17
502845,101457,2023-12-01,120.0,closed_good,0.0,1.0,23500.0,2024-03-30
502847,101458,2023-11-04,60.0,written_off,137.0,0.356,11300.0,2024-01-03
502850,101459,2025-06-16,120.0,written_off,111.0,0.082,21400.0,2025-10-14
502852,101461,2024-08-02,30.0,closed_good,0.0,1.0,8400.0,2024-09-01
502854,101463,2024-09-17,30.0,written_off,196.0,0.237,10400.0,2024-10-17
502856,101465,2025-04-24,60.0,closed_good,3.0,1.0,22300.0,2025-06-23
502858,101466,2023-08-28,120.0,closed_default,165.0,0.443,9200.0,2023-12-26
502867,101470,2025-01-01,120.0,closed_good,3.0,1.0,18700.0,2025-05-01
502868,101470,2025-04-22,30.0,closed_good,0.0,1.0,6700.0,2025-05-22
502874,101472,2024-02-12,30.0,closed_good,8.0,1.0,77000.0,2024-03-13
502875,101472,2024-04-03,30.0,closed_good,2.0,1.0,60600.0,2024-05-03
502877,101474,2023-02-02,120.0,closed_default,186.0,0.078,5900.0,2023-06-02
502879,101475,2024-04-03,90.0,closed_good,0.0,1.0,28400.0,2024-07-02
502881,101477,2025-06-10,60.0,closed_default,43.0,0.583,2100.0,2025-08-09
502884,101479,2024-05-25,60.0,closed_good,6.0,1.0,35300.0,2024-07-24
502886,101480,2023-11-04,120.0,closed_good,3.0,1.0,5600.0,2024-03-03
502890,101481,2024-05-25,120.0,written_off,142.0,0.098,7700.0,2024-09-22
502892,101483,2023-02-22,120.0,closed_good,12.0,1.0,27000.0,2023-06-22
502897,101485,2023-11-12,60.0,closed_default,177.0,0.521,18300.0,2024-01-11
502898,101485,2024-02-17,90.0,closed_default,42.0,0.412,11700.0,2024-05-17
502900,101487,2024-12-03,120.0,closed_good,10.0,1.0,17100.0,2025-04-02
502901,101487,2025-02-22,90.0,closed_good,0.0,1.0,21000.0,2025-05-23
502903,101489,2025-04-18,90.0,closed_default,126.0,0.307,72700.0,2025-07-17
502907,101492,2024-03-13,60.0,closed_good,2.0,1.0,6100.0,2024-05-12
502909,101493,2024-12-24,120.0,closed_good,0.0,1.0,12500.0,2025-04-23
502910,101494,2023-06-03,90.0,written_off,195.0,0.541,41500.0,2023-09-01
502913,101496,2023-11-05,60.0,written_off,141.0,0.121,5800.0,2024-01-04
502917,101498,2025-07-11,120.0,closed_good,3.0,1.0,16200.0,2025-11-08
502919,101500,2023-04-06,120.0,closed_good,0.0,1.0,26800.0,2023-08-04
502920,101500,2023-05-23,90.0,written_off,67.0,0.051,5700.0,2023-08-21
502921,101500,2023-07-03,90.0,closed_good,0.0,1.0,18500.0,2023-10-01
502925,101502,2025-10-20,90.0,closed_default,176.0,0.091,4800.0,2026-01-18
502928,101503,2025-08-26,30.0,closed_default,105.0,0.446,6200.0,2025-09-25
502931,101505,2024-02-09,30.0,closed_good,2.0,1.0,34500.0,2024-03-10
502932,101505,2024-05-16,90.0,closed_good,4.0,1.0,45700.0,2024-08-14
502935,101507,2025-04-24,60.0,closed_good,7.0,1.0,3800.0,2025-06-23
502936,101508,2023-06-24,120.0,written_off,106.0,0.535,7100.0,2023-10-22
502941,101511,2023-05-28,90.0,closed_default,110.0,0.545,16600.0,2023-08-26
502942,101511,2023-09-24,90.0,closed_default,61.0,0.238,17600.0,2023-12-23
502943,101512,2024-03-18,90.0,closed_default,163.0,0.073,5500.0,2024-06-16
502945,101514,2024-12-24,30.0,closed_default,130.0,0.229,3500.0,2025-01-23
502946,101515,2024-02-14,60.0,closed_default,80.0,0.339,28400.0,2024-04-14
502947,101516,2025-04-25,30.0,closed_good,5.0,1.0,2800.0,2025-05-25
502949,101517,2024-02-01,30.0,closed_default,77.0,0.535,11400.0,2024-03-02
502950,101518,2024-03-16,30.0,closed_good,4.0,1.0,21100.0,2024-04-15
502959,101522,2024-03-19,60.0,closed_default,44.0,0.168,1700.0,2024-05-18
502960,101523,2024-10-18,120.0,closed_good,0.0,1.0,10300.0,2025-02-15
502964,101526,2023-07-19,120.0,closed_good,7.0,1.0,22000.0,2023-11-16
502965,101526,2023-09-29,90.0,closed_good,0.0,1.0,21700.0,2023-12-28
502966,101526,2023-11-13,90.0,closed_good,1.0,1.0,26800.0,2024-02-11
502967,101527,2025-04-19,60.0,written_off,192.0,0.419,2500.0,2025-06-18
502971,101530,2024-05-15,30.0,closed_good,0.0,1.0,13400.0,2024-06-14
502972,101530,2024-09-02,90.0,closed_good,5.0,1.0,9000.0,2024-12-01
502973,101530,2024-12-03,90.0,closed_good,0.0,1.0,12200.0,2025-03-03
502976,101532,2024-10-08,90.0,closed_good,12.0,1.0,28600.0,2025-01-06
502977,101533,2023-09-25,120.0,closed_default,52.0,0.598,6800.0,2024-01-23
502980,101535,2023-04-09,30.0,closed_default,39.0,0.572,6700.0,2023-05-09
502983,101537,2024-04-10,60.0,closed_good,8.0,1.0,13100.0,2024-06-09
502986,101540,2025-01-12,120.0,closed_good,0.0,1.0,14000.0,2025-05-12
502989,101542,2024-05-09,90.0,closed_good,0.0,1.0,44600.0,2024-08-07
502990,101542,2024-06-20,90.0,closed_good,2.0,1.0,36400.0,2024-09-18
502991,101543,2025-01-09,120.0,closed_default,74.0,0.345,16000.0,2025-05-09
502993,101544,2023-03-05,120.0,closed_good,4.0,1.0,67800.0,2023-07-03
502994,101545,2024-07-15,120.0,closed_good,0.0,1.0,13500.0,2024-11-12
502995,101545,2024-10-21,30.0,closed_good,2.0,1.0,24200.0,2024-11-20
502997,101546,2023-12-26,90.0,closed_good,12.0,1.0,35100.0,2024-03-25
502998,101547,2023-10-29,120.0,closed_default,175.0,0.094,15700.0,2024-02-26
503003,101550,2024-06-18,30.0,written_off,136.0,0.249,9700.0,2024-07-18
503006,101551,2024-09-11,90.0,closed_good,0.0,1.0,10200.0,2024-12-10
503007,101551,2024-12-04,60.0,closed_default,128.0,0.455,11500.0,2025-02-02
503008,101551,2025-02-28,30.0,closed_default,39.0,0.113,20400.0,2025-03-30
503012,101553,2024-06-10,120.0,closed_good,9.0,1.0,24500.0,2024-10-08
503013,101554,2023-12-28,30.0,closed_good,0.0,1.0,2300.0,2024-01-27
503014,101555,2023-03-03,90.0,closed_default,175.0,0.329,6200.0,2023-06-01
503015,101556,2023-11-07,30.0,closed_good,10.0,1.0,10200.0,2023-12-07
503016,101556,2023-12-30,90.0,closed_default,192.0,0.273,3200.0,2024-03-29
503018,101557,2024-05-18,90.0,closed_good,13.0,1.0,21300.0,2024-08-16
503019,101558,2023-11-29,60.0,written_off,192.0,0.47,13500.0,2024-01-28
503020,101558,2024-02-07,120.0,written_off,83.0,0.559,6100.0,2024-06-06
503021,101559,2023-02-11,30.0,closed_default,71.0,0.339,17500.0,2023-03-13
503023,101560,2024-06-09,30.0,written_off,123.0,0.519,8200.0,2024-07-09
503024,101560,2024-08-09,120.0,closed_default,87.0,0.425,21900.0,2024-12-07
503027,101562,2025-02-28,30.0,closed_good,13.0,1.0,26600.0,2025-03-30
503028,101563,2025-04-18,120.0,closed_default,96.0,0.324,8800.0,2025-08-16
503029,101563,2025-06-20,90.0,closed_default,123.0,0.34,8600.0,2025-09-18
503030,101564,2024-06-09,120.0,closed_default,107.0,0.586,9700.0,2024-10-07
503032,101564,2024-12-31,90.0,closed_default,88.0,0.407,11800.0,2025-03-31
503033,101565,2023-04-02,120.0,written_off,158.0,0.575,7200.0,2023-07-31
503036,101567,2024-03-19,60.0,closed_default,37.0,0.483,9200.0,2024-05-18
503044,101570,2024-08-01,30.0,closed_good,5.0,1.0,52600.0,2024-08-31
503045,101570,2024-10-13,90.0,closed_good,10.0,1.0,18700.0,2025-01-11
503046,101571,2024-01-27,120.0,closed_default,31.0,0.048,10800.0,2024-05-26
503048,101572,2025-04-26,30.0,closed_good,0.0,1.0,10800.0,2025-05-26
503049,101573,2023-11-29,90.0,closed_good,13.0,1.0,36200.0,2024-02-27
503051,101574,2024-08-07,30.0,closed_default,101.0,0.383,19300.0,2024-09-06
503060,101578,2023-08-01,60.0,closed_good,7.0,1.0,10000.0,2023-09-30
503062,101580,2024-06-17,90.0,closed_good,9.0,1.0,20700.0,2024-09-15
503065,101580,2025-02-08,30.0,written_off,146.0,0.412,15100.0,2025-03-10
503068,101583,2025-05-22,30.0,closed_good,2.0,1.0,5200.0,2025-06-21
503070,101585,2023-05-31,90.0,written_off,177.0,0.58,11800.0,2023-08-29
503078,101588,2023-10-11,30.0,written_off,97.0,0.256,1400.0,2023-11-10
503080,101589,2024-11-21,60.0,written_off,44.0,0.16,17200.0,2025-01-20
503083,101590,2023-09-13,90.0,written_off,50.0,0.418,6400.0,2023-12-12
503085,101592,2025-04-01,60.0,closed_good,0.0,1.0,81100.0,2025-05-31
503090,101594,2023-10-10,60.0,closed_default,93.0,0.242,4900.0,2023-12-09
503095,101596,2023-02-18,90.0,written_off,135.0,0.423,13000.0,2023-05-19
503101,101599,2024-02-21,120.0,closed_default,119.0,0.536,8900.0,2024-06-20
503102,101600,2023-08-02,90.0,closed_default,178.0,0.142,12900.0,2023-10-31
503111,101603,2024-11-17,120.0,closed_good,0.0,1.0,13800.0,2025-03-17
503112,101603,2025-01-10,60.0,closed_good,2.0,1.0,12800.0,2025-03-11
503121,101608,2024-03-07,120.0,closed_default,116.0,0.145,19000.0,2024-07-05
503122,101608,2024-04-09,60.0,closed_default,182.0,0.131,9200.0,2024-06-08
503128,101612,2024-11-24,120.0,closed_default,180.0,0.308,1000.0,2025-03-24
503130,101613,2023-01-06,90.0,closed_good,2.0,1.0,31900.0,2023-04-06
503131,101613,2023-02-03,60.0,closed_good,0.0,1.0,20600.0,2023-04-04
503133,101615,2023-12-22,30.0,closed_good,10.0,1.0,11300.0,2024-01-21
503134,101616,2024-08-21,60.0,written_off,95.0,0.08,46500.0,2024-10-20
503135,101616,2024-10-31,120.0,closed_good,4.0,1.0,29700.0,2025-02-28
503138,101617,2024-06-14,120.0,closed_default,140.0,0.595,18400.0,2024-10-12
503140,101619,2025-03-16,60.0,closed_default,56.0,0.444,11100.0,2025-05-15
503141,101620,2024-06-21,60.0,closed_default,137.0,0.464,8100.0,2024-08-20
503143,101620,2024-10-01,30.0,written_off,147.0,0.564,9500.0,2024-10-31
503144,101621,2023-02-11,30.0,closed_good,6.0,1.0,46400.0,2023-03-13
503145,101622,2023-02-23,30.0,closed_good,2.0,1.0,73700.0,2023-03-25
503146,101623,2023-10-29,60.0,closed_good,0.0,1.0,29100.0,2023-12-28
503147,101623,2023-12-26,90.0,closed_good,4.0,1.0,39600.0,2024-03-25
503148,101624,2023-01-23,90.0,closed_default,65.0,0.416,6800.0,2023-04-23
503149,101624,2023-03-17,120.0,closed_default,108.0,0.594,11300.0,2023-07-15
503153,101628,2024-09-14,30.0,written_off,87.0,0.421,13900.0,2024-10-14
503158,101630,2023-11-11,120.0,closed_default,91.0,0.198,8900.0,2024-03-10
503171,101636,2025-01-16,120.0,closed_good,0.0,1.0,59800.0,2025-05-16
503172,101636,2025-05-15,60.0,closed_good,3.0,1.0,37400.0,2025-07-14
503177,101639,2025-01-05,90.0,closed_default,123.0,0.478,6800.0,2025-04-05
503178,101639,2025-02-21,30.0,closed_good,7.0,1.0,15000.0,2025-03-23
503179,101639,2025-05-31,30.0,written_off,151.0,0.259,21800.0,2025-06-30
503181,101640,2024-02-08,30.0,closed_default,130.0,0.388,3400.0,2024-03-09
503189,101645,2024-01-13,30.0,closed_good,10.0,1.0,16000.0,2024-02-12
503191,101647,2024-12-24,120.0,closed_good,13.0,1.0,32200.0,2025-04-23
503193,101648,2025-08-04,30.0,closed_default,198.0,0.207,2000.0,2025-09-03
503194,101648,2025-11-25,30.0,written_off,68.0,0.43,4400.0,2025-12-25
503197,101650,2023-02-10,120.0,written_off,162.0,0.44,4900.0,2023-06-10
503198,101650,2023-06-03,120.0,closed_good,9.0,1.0,3800.0,2023-10-01
503202,101651,2024-02-08,30.0,written_off,158.0,0.343,7300.0,2024-03-09
503203,101652,2025-03-16,120.0,closed_default,58.0,0.432,13500.0,2025-07-14
503208,101653,2024-09-22,90.0,written_off,114.0,0.583,5200.0,2024-12-21
503209,101654,2023-09-01,60.0,closed_good,6.0,1.0,25100.0,2023-10-31
503212,101656,2023-08-01,60.0,closed_default,84.0,0.013,6100.0,2023-09-30
503220,101659,2023-12-07,90.0,closed_default,54.0,0.49,1000.0,2024-03-06
503221,101660,2023-06-24,120.0,written_off,127.0,0.033,6500.0,2023-10-22
503225,101663,2024-01-01,90.0,written_off,185.0,0.486,7600.0,2024-03-31
503228,101664,2024-11-30,90.0,closed_good,0.0,1.0,6300.0,2025-02-28
503231,101665,2024-10-26,60.0,written_off,46.0,0.29,3100.0,2024-12-25
503234,101667,2025-07-29,60.0,closed_default,93.0,0.151,4600.0,2025-09-27
503237,101668,2024-06-12,120.0,closed_default,171.0,0.108,15900.0,2024-10-10
503239,101668,2024-11-08,120.0,closed_default,100.0,0.032,6900.0,2025-03-08
503245,101672,2023-12-16,30.0,closed_default,196.0,0.332,19600.0,2024-01-15
503246,101673,2025-06-06,120.0,closed_good,0.0,1.0,23900.0,2025-10-04
503247,101673,2025-09-01,120.0,closed_default,147.0,0.396,15300.0,2025-12-30
503249,101674,2023-07-21,120.0,closed_default,186.0,0.443,24300.0,2023-11-18
503250,101674,2023-10-28,90.0,closed_default,199.0,0.08,16500.0,2024-01-26
503251,101674,2023-11-26,120.0,closed_default,96.0,0.057,12200.0,2024-03-25
503252,101675,2024-08-25,90.0,closed_default,155.0,0.367,14100.0,2024-11-23
503253,101675,2024-10-22,90.0,closed_default,107.0,0.548,10500.0,2025-01-20
503254,101676,2024-12-08,90.0,closed_default,85.0,0.384,11700.0,2025-03-08
503255,101676,2025-03-05,60.0,written_off,166.0,0.033,12500.0,2025-05-04
503257,101677,2023-12-17,90.0,closed_good,17.0,1.0,51100.0,2024-03-16
503258,101677,2024-03-06,30.0,closed_default,97.0,0.29,61300.0,2024-04-05
503260,101678,2023-10-17,60.0,closed_good,5.0,1.0,55800.0,2023-12-16
503261,101679,2023-10-22,60.0,written_off,65.0,0.242,8800.0,2023-12-21
503263,101680,2024-01-30,30.0,closed_good,0.0,1.0,17500.0,2024-02-29
503264,101680,2024-05-22,60.0,closed_good,2.0,1.0,30100.0,2024-07-21
503265,101680,2024-08-26,30.0,closed_good,0.0,1.0,47800.0,2024-09-25
503268,101682,2025-01-27,60.0,closed_good,7.0,1.0,31000.0,2025-03-28
503271,101684,2024-03-26,120.0,closed_good,3.0,1.0,27000.0,2024-07-24
503272,101684,2024-07-09,120.0,closed_good,0.0,1.0,22600.0,2024-11-06
503274,101685,2025-01-07,30.0,closed_good,3.0,1.0,51000.0,2025-02-06
503275,101685,2025-05-05,120.0,closed_good,0.0,1.0,66300.0,2025-09-02
503279,101688,2023-04-13,120.0,closed_good,4.0,1.0,14400.0,2023-08-11
503280,101688,2023-06-13,90.0,written_off,108.0,0.42,13700.0,2023-09-11
503284,101689,2023-09-17,60.0,closed_default,104.0,0.493,10000.0,2023-11-16
503285,101690,2025-02-14,30.0,closed_good,1.0,1.0,43300.0,2025-03-16
503286,101690,2025-03-25,30.0,closed_default,85.0,0.549,16200.0,2025-04-24
503287,101691,2023-08-02,60.0,closed_default,149.0,0.395,10300.0,2023-10-01
503292,101693,2025-04-23,60.0,written_off,174.0,0.4,3300.0,2025-06-22
503293,101694,2023-12-08,120.0,closed_good,0.0,1.0,6500.0,2024-04-06
503297,101695,2023-10-26,30.0,closed_good,4.0,1.0,10000.0,2023-11-25
503298,101696,2023-08-01,30.0,closed_good,7.0,1.0,47700.0,2023-08-31
503299,101697,2024-06-26,60.0,closed_good,1.0,1.0,14100.0,2024-08-25
503301,101699,2025-02-20,120.0,written_off,121.0,0.433,11000.0,2025-06-20
503304,101700,2023-11-18,90.0,written_off,144.0,0.215,25500.0,2024-02-16
503305,101701,2023-06-09,30.0,closed_default,62.0,0.376,6400.0,2023-07-09
503306,101702,2024-08-30,120.0,closed_good,0.0,1.0,11000.0,2024-12-28
503307,101702,2024-11-22,30.0,closed_good,12.0,1.0,1900.0,2024-12-22
503308,101702,2025-01-28,120.0,closed_good,0.0,1.0,1600.0,2025-05-28
503318,101707,2023-10-25,30.0,written_off,98.0,0.541,3700.0,2023-11-24
503323,101710,2025-06-22,90.0,written_off,142.0,0.084,13900.0,2025-09-20
503329,101712,2024-06-30,120.0,closed_default,185.0,0.561,3500.0,2024-10-28
503330,101713,2023-02-26,60.0,closed_default,41.0,0.163,13000.0,2023-04-27
503331,101713,2023-04-01,120.0,closed_good,4.0,1.0,20600.0,2023-07-30
503334,101714,2024-01-28,60.0,closed_default,148.0,0.255,3700.0,2024-03-28
503342,101719,2025-05-14,30.0,closed_good,0.0,1.0,19500.0,2025-06-13
503346,101722,2024-01-05,30.0,closed_default,154.0,0.234,9400.0,2024-02-04
503347,101723,2024-12-19,90.0,closed_default,140.0,0.376,14100.0,2025-03-19
503351,101724,2023-10-07,120.0,closed_good,0.0,1.0,3100.0,2024-02-04
503352,101724,2023-11-14,60.0,closed_good,0.0,1.0,7800.0,2024-01-13
503354,101725,2025-01-27,120.0,closed_default,198.0,0.521,11000.0,2025-05-27
503357,101726,2024-02-15,90.0,closed_default,86.0,0.356,2600.0,2024-05-15
503358,101727,2024-12-20,60.0,closed_good,0.0,1.0,7800.0,2025-02-18
503360,101728,2024-09-11,60.0,closed_good,2.0,1.0,9500.0,2024-11-10
503362,101730,2023-02-06,90.0,closed_good,6.0,1.0,24500.0,2023-05-07
503363,101730,2023-04-08,120.0,closed_good,3.0,1.0,23900.0,2023-08-06
503365,101732,2024-02-15,60.0,written_off,90.0,0.529,4300.0,2024-04-15
503366,101733,2025-03-20,120.0,written_off,72.0,0.199,20400.0,2025-07-18
503368,101735,2025-04-24,60.0,closed_good,0.0,1.0,9300.0,2025-06-23
503369,101735,2025-07-11,120.0,closed_good,8.0,1.0,11700.0,2025-11-08
503371,101736,2023-07-05,60.0,closed_good,0.0,1.0,27700.0,2023-09-03
503372,101737,2024-11-23,90.0,closed_default,103.0,0.487,11800.0,2025-02-21
503374,101738,2024-02-07,90.0,closed_good,6.0,1.0,65400.0,2024-05-07
503375,101738,2024-05-14,90.0,closed_good,0.0,1.0,36600.0,2024-08-12
503376,101739,2023-10-14,90.0,closed_good,0.0,1.0,26500.0,2024-01-12
503377,101740,2023-12-10,120.0,closed_good,0.0,1.0,10500.0,2024-04-08
503379,101741,2025-04-10,120.0,written_off,76.0,0.58,9500.0,2025-08-08
503380,101741,2025-06-17,30.0,written_off,52.0,0.474,8300.0,2025-07-17
503381,101742,2024-05-02,90.0,closed_good,1.0,1.0,31800.0,2024-07-31
503382,101742,2024-08-29,90.0,closed_good,0.0,1.0,35100.0,2024-11-27
503383,101742,2024-12-13,60.0,closed_good,9.0,1.0,24600.0,2025-02-11
503389,101745,2025-02-14,120.0,closed_good,0.0,1.0,16900.0,2025-06-14
503390,101746,2024-11-10,90.0,closed_good,0.0,1.0,24800.0,2025-02-08
503391,101747,2024-03-16,120.0,written_off,143.0,0.242,11100.0,2024-07-14
503399,101751,2024-04-02,90.0,closed_good,5.0,1.0,15100.0,2024-07-01
503408,101755,2025-02-08,30.0,closed_good,5.0,1.0,23300.0,2025-03-10
503409,101755,2025-04-09,90.0,closed_default,80.0,0.211,16100.0,2025-07-08
503410,101756,2023-06-25,60.0,written_off,144.0,0.113,10700.0,2023-08-24
503412,101757,2023-11-03,90.0,closed_default,119.0,0.274,10200.0,2024-02-01
503414,101759,2024-03-20,90.0,closed_good,1.0,1.0,9400.0,2024-06-18
503415,101759,2024-04-14,120.0,written_off,178.0,0.48,9000.0,2024-08-12
503417,101759,2024-08-25,60.0,written_off,180.0,0.19,11300.0,2024-10-24
503418,101760,2024-09-14,30.0,closed_good,0.0,1.0,12700.0,2024-10-14
503419,101760,2024-11-18,90.0,written_off,191.0,0.042,12800.0,2025-02-16
503423,101762,2024-07-03,30.0,closed_good,15.0,1.0,6400.0,2024-08-02
503433,101769,2025-06-19,120.0,written_off,170.0,0.162,11100.0,2025-10-17
503434,101770,2025-04-08,60.0,closed_good,10.0,1.0,69700.0,2025-06-07
503436,101772,2023-06-14,30.0,closed_default,82.0,0.415,10100.0,2023-07-14
503439,101775,2023-11-14,30.0,closed_good,1.0,1.0,68500.0,2023-12-14
503440,101775,2024-02-27,120.0,closed_good,0.0,1.0,80100.0,2024-06-26
503441,101775,2024-03-30,30.0,closed_good,7.0,1.0,56000.0,2024-04-29
503444,101777,2025-05-29,60.0,closed_good,18.0,1.0,32100.0,2025-07-28
503449,101780,2024-10-12,60.0,closed_good,0.0,1.0,16300.0,2024-12-11
503450,101780,2024-11-26,120.0,written_off,115.0,0.259,17400.0,2025-03-26
503453,101781,2024-04-05,90.0,closed_default,147.0,0.026,22100.0,2024-07-04
503455,101783,2025-02-28,60.0,closed_good,3.0,1.0,9900.0,2025-04-29
503459,101786,2024-04-15,30.0,closed_good,4.0,1.0,24900.0,2024-05-15
503461,101788,2024-01-19,60.0,closed_default,116.0,0.027,2600.0,2024-03-19
503462,101788,2024-03-06,120.0,closed_default,53.0,0.09,1700.0,2024-07-04
503467,101790,2024-08-04,60.0,closed_default,197.0,0.285,14200.0,2024-10-03
503469,101790,2024-12-21,60.0,closed_default,155.0,0.07,14800.0,2025-02-19
503471,101791,2024-01-12,120.0,written_off,35.0,0.493,33500.0,2024-05-11
503472,101792,2023-07-16,30.0,closed_default,80.0,0.231,5300.0,2023-08-15
503475,101792,2024-03-14,120.0,closed_default,65.0,0.332,8700.0,2024-07-12
503476,101793,2023-03-30,120.0,closed_good,0.0,1.0,12300.0,2023-07-28
503477,101794,2025-06-02,30.0,closed_good,0.0,1.0,16100.0,2025-07-02
503478,101795,2024-07-27,120.0,closed_good,4.0,1.0,51700.0,2024-11-24
503480,101796,2024-03-14,120.0,written_off,69.0,0.114,7400.0,2024-07-12
503481,101796,2024-04-22,30.0,written_off,151.0,0.52,8200.0,2024-05-22
503484,101797,2024-03-18,120.0,closed_default,73.0,0.373,8100.0,2024-07-16
503488,101798,2024-02-07,30.0,closed_good,0.0,1.0,17100.0,2024-03-08
503489,101799,2024-02-17,90.0,closed_default,178.0,0.2,15000.0,2024-05-17
503495,101801,2025-08-30,30.0,closed_default,34.0,0.541,3400.0,2025-09-29
503497,101803,2024-10-10,30.0,closed_good,8.0,1.0,17500.0,2024-11-09
503498,101804,2024-03-25,120.0,closed_good,1.0,1.0,16100.0,2024-07-23
503499,101805,2024-12-07,30.0,closed_default,152.0,0.212,5400.0,2025-01-06
503502,101806,2023-01-21,120.0,closed_good,0.0,1.0,11700.0,2023-05-21
503506,101808,2023-07-23,30.0,written_off,69.0,0.048,7500.0,2023-08-22
503507,101808,2023-08-20,30.0,closed_good,0.0,1.0,3300.0,2023-09-19
503509,101809,2024-02-02,30.0,closed_good,0.0,1.0,10400.0,2024-03-03
503513,101813,2024-05-07,30.0,closed_default,75.0,0.391,5200.0,2024-06-06
503517,101816,2024-02-24,90.0,closed_good,0.0,1.0,37800.0,2024-05-24
503518,101816,2024-06-16,120.0,written_off,117.0,0.151,21400.0,2024-10-14
503519,101816,2024-09-30,90.0,written_off,87.0,0.443,32900.0,2024-12-29
503525,101820,2023-03-31,120.0,closed_good,0.0,1.0,7300.0,2023-07-29
503526,101820,2023-07-02,30.0,closed_good,1.0,1.0,21300.0,2023-08-01
503527,101821,2023-02-23,30.0,closed_default,189.0,0.024,42700.0,2023-03-25
503528,101821,2023-05-23,90.0,closed_default,61.0,0.4,22200.0,2023-08-21
503531,101823,2025-05-31,60.0,closed_good,0.0,1.0,8700.0,2025-07-30
503532,101824,2025-01-14,30.0,closed_default,118.0,0.587,18400.0,2025-02-13
503537,101826,2023-07-17,90.0,closed_good,1.0,1.0,36500.0,2023-10-15
503539,101827,2023-11-12,90.0,closed_default,66.0,0.234,20800.0,2024-02-10
503540,101827,2024-02-09,30.0,closed_default,172.0,0.508,12800.0,2024-03-10
503541,101828,2024-03-23,60.0,closed_default,65.0,0.339,10000.0,2024-05-22
503543,101828,2024-08-11,120.0,closed_default,90.0,0.075,14800.0,2024-12-09
503545,101829,2024-07-22,120.0,closed_default,144.0,0.48,14500.0,2024-11-19
503550,101831,2024-08-24,90.0,closed_good,2.0,1.0,15100.0,2024-11-22
503551,101832,2024-07-27,60.0,closed_good,0.0,1.0,2000.0,2024-09-25
503552,101833,2025-05-31,120.0,closed_good,0.0,1.0,10600.0,2025-09-28
503556,101835,2023-02-15,120.0,closed_good,0.0,1.0,6000.0,2023-06-15
503561,101837,2025-01-10,120.0,written_off,45.0,0.053,5200.0,2025-05-10
503562,101837,2025-04-17,60.0,closed_default,103.0,0.219,4400.0,2025-06-16
503564,101837,2025-09-27,30.0,closed_default,193.0,0.342,2700.0,2025-10-27
503565,101838,2024-06-19,120.0,closed_default,187.0,0.124,11900.0,2024-10-17
