customer_id,app_tenure_days,app_sessions_per_week,device_type,contacts_permission_granted,sms_permission_granted,num_support_tickets_90d,profile_completeness_pct,days_since_last_app_open
101313,527.0,9.0,android_mid,1.0,1.0,0.0,72.9,4.0
101314,146.0,5.0,ios,1.0,0.0,0.0,88.8,2.0
101315,,,,,,,,
101316,1.0,2.0,android_mid,1.0,1.0,2.0,94.1,3.0
101317,328.0,4.0,android_high,0.0,0.0,0.0,100.0,3.0
101318,,,,,,,,
101319,,,,,,,,
101320,1.0,4.0,android_high,0.0,0.0,0.0,89.9,4.0
101321,348.0,3.0,android_mid,0.0,0.0,1.0,88.6,5.0
101322,235.0,6.0,android_low_end,1.0,1.0,0.0,85.8,3.0
101323,,,,,,,,
101324,341.0,4.0,android_mid,1.0,1.0,0.0,92.3,5.0
101325,,,,,,,,
101326,282.0,7.0,android_high,0.0,1.0,1.0,81.6,2.0
101327,275.0,5.0,android_mid,1.0,1.0,1.0,65.1,5.0
101328,266.0,10.0,android_mid,0.0,0.0,0.0,60.9,1.0
101329,267.0,2.0,android_low_end,1.0,1.0,1.0,54.7,2.0
101330,,,,,,,,
101331,136.0,7.0,android_low_end,0.0,1.0,0.0,54.1,4.0
101332,165.0,5.0,android_mid,1.0,1.0,1.0,89.8,4.0
101333,,,,,,,,
101334,,,,,,,,
101335,,,,,,,,
101336,336.0,2.0,android_low_end,1.0,0.0,0.0,90.1,4.0
101337,48.0,4.0,android_low_end,0.0,1.0,1.0,49.9,5.0
101338,,,,,,,,
101339,279.0,3.0,android_mid,0.0,0.0,0.0,73.7,5.0
101340,257.0,2.0,android_low_end,1.0,1.0,0.0,46.8,5.0
101341,,,,,,,,
101342,76.0,2.0,android_low_end,1.0,0.0,0.0,61.9,5.0
101343,294.0,2.0,android_low_end,0.0,1.0,0.0,100.0,2.0
101344,,,,,,,,
101345,277.0,4.0,android_mid,1.0,1.0,0.0,100.0,3.0
101346,468.0,1.0,android_mid,1.0,1.0,0.0,100.0,5.0
101347,1.0,5.0,android_low_end,1.0,1.0,0.0,100.0,3.0
101348,363.0,9.0,android_low_end,1.0,1.0,0.0,91.4,1.0
101349,274.0,12.0,android_mid,0.0,0.0,0.0,81.5,3.0
101350,,,,,,,,
101351,,,,,,,,
101352,491.0,3.0,android_mid,0.0,1.0,0.0,70.8,3.0
101353,441.0,5.0,android_low_end,1.0,0.0,0.0,69.0,6.0
101354,,,,,,,,
101355,276.0,4.0,android_mid,0.0,0.0,0.0,73.4,4.0
101356,437.0,6.0,android_high,1.0,1.0,0.0,67.2,3.0
101357,342.0,5.0,android_low_end,0.0,0.0,0.0,97.0,1.0
101358,,,,,,,,
101359,164.0,6.0,android_mid,1.0,1.0,0.0,75.3,3.0
101360,,,,,,,,
101361,131.0,8.0,android_high,0.0,1.0,0.0,78.6,8.0
101362,102.0,5.0,ios,1.0,0.0,1.0,84.6,5.0
101363,45.0,6.0,android_low_end,1.0,1.0,0.0,87.6,2.0
101364,270.0,3.0,android_high,0.0,0.0,0.0,100.0,1.0
101365,189.0,4.0,android_mid,0.0,1.0,0.0,97.2,6.0
101366,185.0,8.0,android_low_end,0.0,1.0,0.0,76.5,3.0
101367,193.0,6.0,android_low_end,0.0,1.0,0.0,92.2,6.0
101368,525.0,3.0,android_mid,1.0,1.0,2.0,38.5,6.0
101369,155.0,11.0,android_mid,0.0,1.0,0.0,81.8,3.0
101370,64.0,4.0,android_high,1.0,0.0,0.0,44.3,6.0
101371,,,,,,,,
101372,203.0,4.0,android_mid,1.0,1.0,0.0,67.5,0.0
101373,,,,,,,,
101374,,,,,,,,
101375,183.0,6.0,android_low_end,1.0,0.0,0.0,61.5,5.0
101376,,,,,,,,
101377,,,,,,,,
101378,,,,,,,,
101379,445.0,6.0,android_mid,1.0,0.0,1.0,68.4,2.0
101380,263.0,5.0,android_mid,0.0,1.0,0.0,50.1,1.0
101381,457.0,7.0,android_high,1.0,1.0,0.0,98.6,5.0
101382,233.0,1.0,android_mid,0.0,1.0,0.0,80.1,3.0
101383,,,,,,,,
101384,,,,,,,,
101385,471.0,8.0,android_mid,1.0,0.0,1.0,91.7,4.0
101386,,,,,,,,
101387,365.0,4.0,android_mid,0.0,0.0,0.0,86.0,4.0
101388,,,,,,,,
101389,199.0,5.0,android_high,1.0,1.0,1.0,97.5,6.0
101390,,,,,,,,
101391,,,,,,,,
101392,130.0,2.0,android_low_end,1.0,0.0,1.0,97.3,1.0
101393,463.0,4.0,android_low_end,1.0,0.0,0.0,89.5,5.0
101394,,,,,,,,
101395,373.0,4.0,ios,1.0,1.0,1.0,61.4,4.0
101396,148.0,2.0,android_high,1.0,0.0,0.0,99.2,4.0
101397,,,,,,,,
101398,193.0,2.0,android_high,1.0,1.0,1.0,96.7,2.0
101399,205.0,7.0,android_mid,1.0,0.0,0.0,93.9,5.0
101400,192.0,10.0,ios,0.0,1.0,0.0,65.8,6.0
101401,126.0,3.0,android_mid,1.0,1.0,1.0,80.9,4.0
101402,,,,,,,,
101403,111.0,5.0,android_high,1.0,1.0,1.0,79.1,7.0
101404,515.0,6.0,android_mid,0.0,1.0,0.0,76.4,2.0
101405,266.0,3.0,android_low_end,1.0,1.0,1.0,98.3,5.0
101406,,,,,,,,
101407,84.0,1.0,android_low_end,1.0,1.0,0.0,100.0,7.0
101408,,,,,,,,
101409,,,,,,,,
101410,,,,,,,,
101411,,,,,,,,
101412,,,,,,,,
101413,,,,,,,,
101414,138.0,7.0,android_mid,0.0,1.0,2.0,80.8,3.0
101415,,,,,,,,
101416,325.0,4.0,android_high,0.0,1.0,0.0,96.9,5.0
101417,219.0,8.0,android_high,1.0,0.0,0.0,53.7,3.0
101418,,,,,,,,
101419,,,,,,,,
101420,,,,,,,,
101421,546.0,3.0,android_low_end,0.0,1.0,0.0,78.7,3.0
101422,1.0,3.0,ios,1.0,1.0,1.0,84.3,6.0
101423,481.0,4.0,ios,1.0,0.0,1.0,83.9,6.0
101424,234.0,6.0,android_low_end,1.0,1.0,0.0,81.1,3.0
101425,202.0,7.0,android_high,1.0,1.0,0.0,75.3,7.0
101426,299.0,6.0,android_mid,1.0,1.0,0.0,96.5,4.0
101427,45.0,3.0,android_low_end,0.0,0.0,0.0,63.5,2.0
101428,,,,,,,,
101429,200.0,7.0,android_mid,1.0,1.0,0.0,92.4,2.0
101430,,,,,,,,
101431,290.0,7.0,ios,0.0,1.0,1.0,91.3,5.0
101432,269.0,9.0,android_high,0.0,1.0,0.0,81.3,3.0
101433,228.0,2.0,android_mid,1.0,0.0,1.0,69.8,6.0
101434,344.0,5.0,android_low_end,1.0,1.0,0.0,95.8,2.0
101435,,,,,,,,
101436,363.0,3.0,ios,1.0,1.0,0.0,71.8,5.0
101437,27.0,7.0,ios,1.0,1.0,1.0,47.0,5.0
101438,,,,,,,,
101439,,,,,,,,
101440,112.0,2.0,android_mid,0.0,0.0,0.0,77.3,3.0
101441,128.0,6.0,android_mid,0.0,1.0,0.0,55.1,1.0
101442,1.0,3.0,android_high,1.0,1.0,1.0,63.4,7.0
101443,63.0,7.0,android_high,1.0,1.0,0.0,72.3,3.0
101444,138.0,2.0,ios,1.0,1.0,0.0,95.0,0.0
101445,95.0,3.0,android_high,0.0,0.0,1.0,100.0,4.0
101446,,,,,,,,
101447,357.0,4.0,android_mid,1.0,1.0,1.0,70.7,2.0
101448,,,,,,,,
101449,538.0,6.0,android_low_end,0.0,1.0,2.0,83.6,4.0
101450,,,,,,,,
101451,1.0,7.0,android_high,0.0,1.0,0.0,57.1,3.0
101452,,,,,,,,
101453,,,,,,,,
101454,75.0,10.0,ios,0.0,1.0,0.0,38.8,3.0
101455,358.0,2.0,android_mid,1.0,1.0,1.0,82.9,2.0
101456,402.0,3.0,android_mid,1.0,0.0,0.0,65.4,7.0
101457,292.0,6.0,android_high,1.0,0.0,0.0,48.1,4.0
101458,,,,,,,,
101459,334.0,5.0,android_low_end,1.0,1.0,0.0,44.9,3.0
101460,,,,,,,,
101461,121.0,4.0,android_high,1.0,1.0,0.0,97.2,3.0
101462,81.0,6.0,android_mid,1.0,0.0,0.0,68.6,7.0
101463,1.0,2.0,android_high,0.0,1.0,0.0,69.1,4.0
101464,,,,,,,,
101465,,,,,,,,
101466,403.0,2.0,android_high,0.0,1.0,0.0,97.7,6.0
101467,209.0,6.0,android_low_end,0.0,1.0,0.0,69.9,3.0
101468,,,,,,,,
101469,96.0,4.0,android_mid,0.0,1.0,1.0,80.7,5.0
101470,,,,,,,,
101471,293.0,9.0,android_high,0.0,0.0,1.0,69.9,7.0
101472,131.0,5.0,android_mid,0.0,1.0,0.0,69.4,3.0
101473,435.0,5.0,android_low_end,0.0,0.0,0.0,67.2,6.0
101474,1.0,6.0,ios,1.0,1.0,1.0,94.6,5.0
101475,420.0,1.0,ios,0.0,0.0,0.0,40.4,3.0
101476,90.0,4.0,android_low_end,1.0,1.0,0.0,57.7,4.0
101477,,,,,,,,
101478,313.0,6.0,ios,1.0,1.0,2.0,70.6,3.0
101479,334.0,3.0,android_mid,0.0,0.0,1.0,89.8,5.0
101480,315.0,5.0,android_mid,0.0,1.0,0.0,53.9,3.0
101481,269.0,6.0,android_low_end,1.0,0.0,0.0,65.1,4.0
101482,177.0,6.0,android_low_end,1.0,0.0,0.0,87.2,9.0
101483,208.0,12.0,android_low_end,0.0,1.0,0.0,92.6,3.0
101484,,,,,,,,
101485,131.0,3.0,android_mid,0.0,1.0,0.0,63.8,4.0
101486,,,,,,,,
101487,202.0,4.0,android_mid,0.0,0.0,0.0,96.2,3.0
101488,,,,,,,,
101489,147.0,6.0,android_mid,1.0,0.0,2.0,68.8,5.0
101490,444.0,4.0,android_mid,0.0,1.0,0.0,84.3,4.0
101491,,,,,,,,
101492,,,,,,,,
101493,,,,,,,,
101494,181.0,6.0,android_low_end,0.0,1.0,1.0,83.0,10.0
101495,,,,,,,,
101496,,,,,,,,
101497,,,,,,,,
101498,227.0,10.0,android_mid,0.0,1.0,0.0,73.8,2.0
101499,,,,,,,,
101500,,,,,,,,
101501,,,,,,,,
101502,1.0,4.0,android_low_end,1.0,0.0,1.0,85.6,4.0
101503,370.0,8.0,android_low_end,1.0,1.0,0.0,55.0,5.0
101504,,,,,,,,
101505,426.0,3.0,android_low_end,0.0,0.0,0.0,81.1,8.0
101506,,,,,,,,
101507,514.0,2.0,android_mid,0.0,1.0,0.0,59.2,2.0
101508,171.0,2.0,android_low_end,0.0,1.0,0.0,45.7,5.0
101509,,,,,,,,
101510,104.0,6.0,android_low_end,1.0,1.0,1.0,100.0,2.0
101511,62.0,10.0,android_mid,0.0,1.0,1.0,81.0,3.0
101512,,,,,,,,
101513,,,,,,,,
101514,,,,,,,,
101515,271.0,6.0,android_mid,1.0,1.0,1.0,73.6,2.0
101516,249.0,6.0,android_mid,1.0,1.0,1.0,70.5,5.0
101517,,,,,,,,
101518,446.0,6.0,android_low_end,1.0,0.0,1.0,98.2,3.0
101519,343.0,6.0,android_high,1.0,0.0,0.0,91.1,8.0
101520,609.0,4.0,android_mid,0.0,0.0,0.0,53.0,3.0
101521,74.0,5.0,ios,0.0,1.0,0.0,46.5,4.0
101522,,,,,,,,
101523,,,,,,,,
101524,,,,,,,,
101525,146.0,7.0,android_mid,0.0,1.0,0.0,95.5,7.0
101526,56.0,3.0,android_high,0.0,1.0,0.0,90.5,5.0
101527,332.0,5.0,android_mid,1.0,1.0,0.0,76.9,3.0
101528,21.0,1.0,android_low_end,0.0,0.0,0.0,71.2,7.0
101529,250.0,4.0,android_mid,1.0,0.0,0.0,100.0,5.0
101530,121.0,6.0,ios,1.0,1.0,1.0,42.5,5.0
101531,468.0,2.0,ios,0.0,1.0,0.0,51.3,5.0
101532,159.0,4.0,android_low_end,1.0,1.0,0.0,100.0,7.0
101533,,,,,,,,
101534,1.0,6.0,ios,1.0,1.0,0.0,87.2,3.0
101535,436.0,6.0,android_mid,0.0,1.0,0.0,52.7,4.0
101536,,,,,,,,
101537,,,,,,,,
101538,,,,,,,,
101539,11.0,4.0,android_mid,1.0,0.0,1.0,100.0,2.0
101540,,,,,,,,
101541,32.0,6.0,android_mid,0.0,1.0,0.0,65.9,3.0
101542,350.0,5.0,android_mid,1.0,1.0,1.0,95.9,4.0
101543,137.0,3.0,android_low_end,1.0,0.0,1.0,92.6,5.0
101544,403.0,5.0,android_mid,1.0,0.0,0.0,72.8,5.0
101545,125.0,4.0,android_mid,0.0,1.0,1.0,88.4,6.0
101546,67.0,6.0,android_high,1.0,0.0,0.0,74.7,3.0
101547,,,,,,,,
101548,357.0,5.0,android_low_end,1.0,1.0,1.0,50.1,3.0
101549,342.0,2.0,android_mid,0.0,1.0,0.0,44.2,4.0
101550,160.0,1.0,android_high,0.0,0.0,1.0,67.0,3.0
101551,338.0,5.0,android_low_end,0.0,0.0,0.0,89.4,4.0
101552,1.0,10.0,ios,0.0,0.0,0.0,93.1,6.0
101553,230.0,4.0,android_mid,1.0,0.0,0.0,56.6,3.0
101554,517.0,4.0,android_low_end,0.0,1.0,1.0,100.0,2.0
101555,,,,,,,,
101556,,,,,,,,
101557,364.0,10.0,ios,1.0,1.0,0.0,55.6,3.0
101558,,,,,,,,
101559,,,,,,,,
101560,,,,,,,,
101561,247.0,4.0,android_mid,0.0,0.0,1.0,58.9,3.0
101562,,,,,,,,
101563,,,,,,,,
101564,,,,,,,,
101565,195.0,10.0,android_mid,1.0,0.0,1.0,58.4,2.0
101566,259.0,3.0,android_low_end,0.0,1.0,0.0,57.1,4.0
101567,548.0,3.0,ios,0.0,1.0,0.0,62.8,6.0
101568,144.0,3.0,android_high,0.0,0.0,0.0,96.9,4.0
101569,109.0,2.0,android_high,0.0,0.0,2.0,95.4,4.0
101570,1.0,6.0,android_low_end,1.0,1.0,1.0,95.7,4.0
101571,197.0,9.0,ios,0.0,0.0,0.0,98.5,5.0
101572,210.0,8.0,android_high,1.0,1.0,0.0,90.2,2.0
101573,,,,,,,,
101574,200.0,9.0,android_mid,0.0,0.0,0.0,79.5,3.0
101575,186.0,5.0,android_mid,1.0,1.0,0.0,100.0,5.0
101576,,,,,,,,
101577,,,,,,,,
101578,,,,,,,,
101579,,,,,,,,
101580,,,,,,,,
101581,279.0,6.0,android_low_end,0.0,1.0,0.0,68.7,3.0
101582,79.0,5.0,android_mid,1.0,1.0,0.0,68.6,3.0
101583,42.0,4.0,android_mid,1.0,0.0,0.0,100.0,2.0
101584,33.0,5.0,android_mid,0.0,0.0,0.0,86.4,6.0
101585,,,,,,,,
101586,1.0,5.0,android_low_end,1.0,1.0,2.0,100.0,2.0
101587,33.0,5.0,android_mid,1.0,1.0,0.0,69.2,2.0
101588,339.0,2.0,android_high,1.0,0.0,0.0,92.0,6.0
101589,15.0,4.0,android_low_end,1.0,1.0,0.0,87.1,5.0
101590,409.0,1.0,android_high,1.0,1.0,0.0,76.9,3.0
101591,46.0,1.0,ios,1.0,1.0,0.0,76.2,6.0
101592,,,,,,,,
101593,270.0,3.0,android_high,1.0,1.0,2.0,78.0,2.0
101594,,,,,,,,
101595,,,,,,,,
101596,574.0,0.0,android_mid,1.0,0.0,0.0,82.9,3.0
101597,1.0,2.0,android_low_end,1.0,1.0,1.0,100.0,4.0
101598,,,,,,,,
101599,291.0,6.0,android_low_end,0.0,1.0,0.0,67.5,2.0
101600,,,,,,,,
101601,1.0,4.0,android_mid,0.0,0.0,0.0,54.0,3.0
101602,,,,,,,,
101603,,,,,,,,
101604,172.0,5.0,android_low_end,1.0,1.0,0.0,39.6,5.0
101605,52.0,2.0,android_high,0.0,1.0,0.0,84.7,2.0
101606,,,,,,,,
101607,214.0,10.0,android_low_end,1.0,1.0,1.0,84.0,3.0
101608,278.0,6.0,android_mid,0.0,1.0,0.0,85.9,3.0
101609,336.0,6.0,android_low_end,1.0,1.0,0.0,100.0,4.0
101610,7.0,1.0,android_mid,0.0,1.0,1.0,76.7,6.0
101611,,,,,,,,
101612,,,,,,,,
101613,36.0,7.0,android_mid,1.0,0.0,0.0,81.5,1.0
101614,,,,,,,,
101615,122.0,5.0,android_mid,1.0,1.0,0.0,74.9,2.0
101616,34.0,5.0,android_mid,1.0,1.0,1.0,62.2,9.0
101617,126.0,7.0,android_mid,1.0,1.0,1.0,54.8,1.0
101618,,,,,,,,
101619,258.0,2.0,android_low_end,1.0,1.0,0.0,64.2,3.0
101620,59.0,7.0,android_low_end,1.0,1.0,1.0,72.6,3.0
101621,358.0,7.0,android_high,1.0,1.0,1.0,58.5,2.0
101622,,,,,,,,
101623,469.0,4.0,android_low_end,1.0,0.0,0.0,55.9,6.0
101624,24.0,1.0,android_high,0.0,1.0,0.0,100.0,2.0
101625,,,,,,,,
101626,145.0,5.0,android_mid,1.0,1.0,1.0,68.2,4.0
101627,43.0,7.0,android_high,1.0,0.0,0.0,63.7,2.0
101628,389.0,2.0,android_high,1.0,1.0,1.0,82.9,5.0
101629,95.0,3.0,android_mid,0.0,1.0,0.0,89.2,5.0
101630,300.0,3.0,android_high,1.0,0.0,0.0,97.6,2.0
101631,,,,,,,,
101632,,,,,,,,
101633,,,,,,,,
101634,,,,,,,,
101635,128.0,4.0,android_mid,0.0,1.0,1.0,77.8,3.0
101636,379.0,3.0,android_high,0.0,0.0,0.0,78.2,5.0
101637,,,,,,,,
101638,353.0,5.0,android_low_end,1.0,0.0,0.0,100.0,4.0
101639,,,,,,,,
101640,,,,,,,,
101641,79.0,1.0,android_high,0.0,0.0,1.0,98.0,2.0
101642,24.0,7.0,android_mid,1.0,1.0,1.0,55.9,2.0
101643,140.0,5.0,android_mid,1.0,0.0,0.0,69.6,3.0
101644,248.0,3.0,ios,0.0,1.0,0.0,72.1,4.0
101645,14.0,3.0,android_mid,0.0,1.0,1.0,66.7,5.0
101646,102.0,6.0,android_low_end,0.0,0.0,1.0,92.5,3.0
101647,,,,,,,,
101648,,,,,,,,
101649,,,,,,,,
101650,77.0,7.0,android_mid,1.0,0.0,2.0,54.1,3.0
101651,223.0,6.0,android_high,1.0,1.0,0.0,51.5,3.0
101652,140.0,5.0,android_mid,1.0,0.0,0.0,76.8,3.0
101653,70.0,2.0,android_low_end,1.0,1.0,0.0,82.2,7.0
101654,,,,,,,,
101655,160.0,3.0,android_high,1.0,0.0,1.0,78.3,3.0
101656,205.0,2.0,android_mid,1.0,1.0,0.0,67.8,3.0
101657,,,,,,,,
101658,31.0,7.0,android_mid,0.0,1.0,0.0,78.4,6.0
101659,346.0,5.0,android_low_end,1.0,1.0,1.0,61.6,5.0
101660,291.0,5.0,android_high,0.0,1.0,0.0,75.3,6.0
101661,,,,,,,,
101662,,,,,,,,
101663,193.0,6.0,android_low_end,1.0,0.0,0.0,57.8,7.0
101664,,,,,,,,
101665,,,,,,,,
101666,,,,,,,,
101667,177.0,1.0,android_high,1.0,1.0,0.0,84.6,4.0
101668,341.0,9.0,android_low_end,1.0,1.0,0.0,100.0,4.0
101669,,,,,,,,
101670,211.0,5.0,android_mid,0.0,1.0,1.0,73.8,6.0
101671,94.0,3.0,ios,1.0,1.0,1.0,56.4,4.0
101672,,,,,,,,
101673,6.0,1.0,ios,0.0,1.0,1.0,75.5,4.0
101674,,,,,,,,
101675,,,,,,,,
101676,,,,,,,,
101677,187.0,5.0,android_mid,1.0,0.0,0.0,46.6,5.0
101678,,,,,,,,
101679,338.0,3.0,android_mid,0.0,1.0,2.0,43.4,4.0
101680,,,,,,,,
101681,,,,,,,,
101682,,,,,,,,
101683,56.0,4.0,android_low_end,1.0,1.0,0.0,63.0,3.0
101684,174.0,9.0,android_low_end,1.0,0.0,1.0,67.2,4.0
101685,175.0,6.0,ios,1.0,0.0,1.0,100.0,4.0
101686,365.0,8.0,android_high,0.0,1.0,0.0,68.8,4.0
101687,177.0,8.0,android_low_end,1.0,1.0,0.0,81.5,5.0
101688,378.0,8.0,ios,1.0,0.0,0.0,74.4,5.0
101689,396.0,3.0,android_mid,1.0,0.0,2.0,65.6,3.0
101690,,,,,,,,
101691,,,,,,,,
101692,261.0,2.0,android_mid,1.0,1.0,2.0,70.1,6.0
101693,,,,,,,,
101694,,,,,,,,
101695,312.0,6.0,android_low_end,1.0,0.0,1.0,84.7,4.0
101696,1.0,8.0,android_high,0.0,1.0,0.0,99.9,5.0
101697,,,,,,,,
101698,,,,,,,,
101699,,,,,,,,
101700,,,,,,,,
101701,,,,,,,,
101702,222.0,3.0,android_mid,1.0,0.0,1.0,50.0,4.0
101703,,,,,,,,
101704,361.0,9.0,android_mid,0.0,1.0,0.0,74.9,7.0
101705,,,,,,,,
101706,436.0,3.0,android_mid,0.0,0.0,0.0,36.6,0.0
101707,272.0,2.0,android_mid,0.0,0.0,0.0,61.9,7.0
101708,,,,,,,,
101709,690.0,2.0,android_mid,0.0,1.0,0.0,63.3,5.0
101710,,,,,,,,
101711,248.0,4.0,android_low_end,0.0,1.0,0.0,86.6,6.0
101712,,,,,,,,
101713,,,,,,,,
101714,34.0,3.0,android_low_end,0.0,0.0,1.0,70.0,3.0
101715,,,,,,,,
101716,204.0,10.0,android_mid,0.0,0.0,0.0,93.8,4.0
101717,140.0,5.0,android_high,0.0,1.0,0.0,93.7,5.0
101718,,,,,,,,
101719,,,,,,,,
101720,246.0,5.0,android_low_end,0.0,1.0,0.0,32.1,5.0
101721,207.0,7.0,ios,1.0,1.0,0.0,100.0,6.0
101722,,,,,,,,
101723,216.0,5.0,android_mid,1.0,1.0,0.0,98.9,2.0
101724,494.0,2.0,android_mid,1.0,0.0,0.0,82.3,3.0
101725,388.0,4.0,android_high,1.0,0.0,2.0,34.8,6.0
101726,115.0,5.0,android_mid,0.0,1.0,0.0,96.7,2.0
101727,,,,,,,,
101728,372.0,3.0,android_mid,0.0,1.0,0.0,66.4,8.0
101729,491.0,5.0,android_mid,0.0,1.0,0.0,84.4,6.0
101730,,,,,,,,
101731,197.0,3.0,android_low_end,1.0,0.0,0.0,93.0,4.0
101732,,,,,,,,
101733,4.0,3.0,android_low_end,1.0,1.0,0.0,51.3,6.0
101734,,,,,,,,
101735,,,,,,,,
101736,,,,,,,,
101737,157.0,8.0,android_mid,1.0,1.0,0.0,90.4,1.0
101738,280.0,1.0,android_low_end,1.0,0.0,0.0,87.4,2.0
101739,,,,,,,,
101740,508.0,4.0,ios,0.0,1.0,0.0,71.1,4.0
101741,291.0,4.0,android_mid,1.0,1.0,0.0,88.0,5.0
101742,248.0,4.0,ios,0.0,1.0,1.0,74.3,2.0
101743,,,,,,,,
101744,,,,,,,,
101745,,,,,,,,
101746,,,,,,,,
101747,256.0,3.0,ios,0.0,1.0,1.0,100.0,2.0
101748,367.0,7.0,android_high,0.0,1.0,0.0,63.5,3.0
101749,196.0,5.0,android_low_end,1.0,1.0,0.0,65.3,5.0
101750,,,,,,,,
101751,245.0,6.0,android_low_end,1.0,0.0,0.0,85.9,2.0
101752,,,,,,,,
101753,,,,,,,,
101754,276.0,4.0,android_mid,0.0,0.0,0.0,64.7,2.0
101755,50.0,2.0,android_low_end,0.0,1.0,0.0,72.1,4.0
101756,254.0,6.0,android_low_end,1.0,0.0,0.0,70.3,6.0
101757,,,,,,,,
101758,,,,,,,,
101759,,,,,,,,
101760,225.0,5.0,android_mid,1.0,1.0,0.0,73.1,1.0
101761,340.0,9.0,android_low_end,1.0,0.0,1.0,61.6,3.0
101762,187.0,4.0,android_mid,0.0,1.0,0.0,79.7,5.0
101763,139.0,8.0,android_low_end,0.0,0.0,0.0,100.0,1.0
101764,257.0,5.0,android_mid,0.0,0.0,0.0,54.4,6.0
101765,59.0,4.0,android_low_end,1.0,1.0,0.0,55.7,2.0
101766,,,,,,,,
101767,231.0,7.0,ios,1.0,1.0,0.0,100.0,4.0
101768,264.0,3.0,ios,1.0,0.0,0.0,84.7,1.0
101769,,,,,,,,
101770,504.0,10.0,android_low_end,1.0,0.0,0.0,98.1,3.0
101771,,,,,,,,
101772,,,,,,,,
101773,,,,,,,,
101774,,,,,,,,
101775,254.0,5.0,android_mid,0.0,1.0,0.0,100.0,6.0
101776,,,,,,,,
101777,1.0,5.0,android_mid,0.0,1.0,0.0,86.7,3.0
101778,305.0,7.0,android_mid,0.0,1.0,0.0,70.2,4.0
101779,72.0,2.0,android_mid,0.0,1.0,1.0,54.6,1.0
101780,394.0,4.0,android_mid,1.0,1.0,1.0,81.0,3.0
101781,,,,,,,,
101782,73.0,5.0,android_low_end,0.0,0.0,0.0,98.1,2.0
101783,150.0,5.0,android_mid,0.0,0.0,0.0,86.0,3.0
101784,110.0,4.0,android_mid,1.0,0.0,0.0,76.9,6.0
101785,,,,,,,,
101786,61.0,3.0,android_low_end,0.0,0.0,0.0,71.6,2.0
101787,,,,,,,,
101788,,,,,,,,
101789,394.0,5.0,android_high,1.0,1.0,0.0,90.3,4.0
101790,,,,,,,,
101791,203.0,6.0,android_mid,1.0,0.0,0.0,74.4,4.0
101792,196.0,5.0,android_low_end,0.0,0.0,1.0,78.1,2.0
101793,,,,,,,,
101794,,,,,,,,
101795,222.0,8.0,android_mid,0.0,1.0,0.0,62.0,0.0
101796,193.0,6.0,android_mid,1.0,1.0,0.0,100.0,2.0
101797,299.0,6.0,android_mid,1.0,1.0,0.0,82.2,5.0
101798,361.0,3.0,android_high,1.0,0.0,0.0,54.8,6.0
101799,,,,,,,,
101800,217.0,6.0,android_mid,1.0,0.0,0.0,75.0,8.0
101801,,,,,,,,
101802,52.0,0.0,android_low_end,0.0,1.0,0.0,71.9,5.0
101803,,,,,,,,
101804,,,,,,,,
101805,,,,,,,,
101806,269.0,5.0,android_low_end,0.0,0.0,1.0,91.5,6.0
101807,129.0,5.0,android_mid,1.0,1.0,1.0,86.4,8.0
101808,327.0,9.0,android_low_end,1.0,1.0,1.0,58.9,4.0
101809,166.0,3.0,android_mid,0.0,0.0,0.0,68.9,5.0
101810,1.0,6.0,android_high,1.0,1.0,0.0,70.6,7.0
101811,169.0,1.0,android_low_end,0.0,1.0,0.0,61.3,1.0
101812,,,,,,,,
101813,475.0,8.0,android_low_end,0.0,1.0,0.0,63.8,3.0
101814,,,,,,,,
101815,83.0,4.0,android_low_end,1.0,1.0,0.0,66.0,6.0
101816,,,,,,,,
101817,540.0,4.0,android_low_end,0.0,1.0,0.0,50.4,10.0
101818,100.0,7.0,ios,0.0,0.0,0.0,82.0,3.0
101819,9.0,3.0,android_mid,0.0,1.0,0.0,88.7,4.0
101820,,,,,,,,
101821,325.0,11.0,android_high,1.0,1.0,1.0,100.0,2.0
101822,181.0,6.0,android_low_end,1.0,0.0,1.0,53.9,6.0
101823,99.0,8.0,android_low_end,0.0,1.0,1.0,72.3,7.0
101824,,,,,,,,
101825,227.0,2.0,android_low_end,1.0,1.0,0.0,55.4,1.0
101826,54.0,4.0,android_low_end,1.0,0.0,0.0,75.9,3.0
101827,1.0,7.0,android_mid,1.0,1.0,0.0,63.2,6.0
101828,,,,,,,,
101829,224.0,7.0,android_low_end,1.0,1.0,0.0,89.9,4.0
101830,116.0,6.0,android_low_end,0.0,1.0,0.0,76.9,2.0
101831,,,,,,,,
101832,473.0,8.0,android_high,1.0,1.0,0.0,73.5,4.0
101833,289.0,8.0,android_mid,1.0,1.0,0.0,82.4,5.0
101834,1.0,6.0,android_low_end,0.0,1.0,1.0,64.4,3.0
101835,320.0,2.0,android_low_end,0.0,1.0,0.0,40.7,10.0
101836,51.0,1.0,android_low_end,0.0,0.0,0.0,52.7,5.0
101837,228.0,3.0,android_low_end,0.0,1.0,1.0,68.5,3.0
101838,,,,,,,,
101839,,,,,,,,
101840,220.0,3.0,android_mid,1.0,0.0,0.0,58.1,4.0
101841,142.0,6.0,android_mid,1.0,1.0,0.0,57.0,5.0
101842,213.0,8.0,ios,1.0,1.0,0.0,44.8,2.0
101843,,,,,,,,
