customer_id,avg_monthly_inflow_kes,avg_monthly_outflow_kes,inflow_volatility_cv,avg_closing_balance_kes,salary_regularity_score,num_bounced_payments_6m,mobile_money_txn_count_monthly,num_distinct_income_sources,statement_period_months
102570,15200.0,16200.0,0.373,-900.0,0.392,3,54,2,6
102571,26600.0,13900.0,0.265,26100.0,0.573,2,49,1,6
102572,40500.0,26900.0,0.03,40500.0,0.706,2,23,3,3
102573,70700.0,64700.0,0.226,11600.0,0.498,2,47,3,12
102574,22400.0,19900.0,0.392,4300.0,0.565,3,50,1,6
102575,25500.0,21500.0,0.212,8600.0,0.593,0,24,3,6
102576,45000.0,37300.0,0.221,16100.0,0.544,1,56,1,6
102577,27400.0,20900.0,0.268,15800.0,0.407,1,31,1,6
102578,56100.0,62400.0,0.211,-5000.0,0.967,1,47,1,12
102579,34200.0,24900.0,0.63,12500.0,0.304,0,14,2,3
102580,42100.0,36600.0,0.253,13400.0,0.897,0,69,2,12
102581,32000.0,27900.0,0.349,13500.0,0.568,3,45,1,3
102582,42900.0,43600.0,0.303,0.0,0.859,1,28,1,12
102583,43800.0,43700.0,0.143,1600.0,0.752,5,55,1,12
102584,49100.0,43400.0,0.259,10000.0,0.882,0,33,1,6
102585,78800.0,66800.0,0.288,17600.0,0.816,1,26,3,6
102586,35000.0,25900.0,0.03,9600.0,0.77,0,49,1,6
102587,59900.0,64000.0,0.409,-5000.0,0.462,1,43,1,12
102588,47600.0,29500.0,0.554,10800.0,0.555,0,57,1,12
102589,101800.0,74700.0,0.403,54000.0,0.485,3,11,1,3
102590,51500.0,52500.0,0.229,-1100.0,1.0,0,39,3,6
102591,25700.0,18900.0,0.272,12200.0,0.633,2,64,1,12
102592,55000.0,53900.0,0.206,3000.0,0.688,0,54,3,6
102593,10100.0,11000.0,0.25,300.0,0.682,1,42,1,6
102594,41600.0,44200.0,0.307,-4600.0,0.567,1,50,1,12
102595,73200.0,57400.0,0.108,40300.0,0.985,1,55,1,3
102596,64500.0,53300.0,0.272,33200.0,0.66,1,33,1,3
102597,95000.0,69000.0,0.219,52100.0,0.837,1,41,2,6
102598,63700.0,57800.0,0.321,11500.0,0.613,1,58,2,6
102599,43100.0,48800.0,0.601,-5000.0,0.467,3,33,1,6
102600,26100.0,23200.0,0.38,8700.0,0.622,2,36,1,12
102601,23900.0,21100.0,0.316,7500.0,0.474,1,43,2,6
102602,45300.0,41000.0,0.299,4400.0,0.58,1,16,1,6
102603,28100.0,24400.0,0.399,10400.0,0.673,0,56,1,12
102604,11500.0,11200.0,0.165,1800.0,0.904,0,34,1,3
102605,65500.0,43000.0,0.168,53400.0,0.338,2,33,1,12
102606,37500.0,33900.0,0.111,10700.0,1.0,0,35,1,6
102607,24600.0,24300.0,0.177,2200.0,0.979,0,61,2,12
102608,14800.0,15300.0,0.198,100.0,0.6,1,17,1,3
102609,108900.0,120700.0,0.135,-5000.0,1.0,0,35,3,12
102610,22100.0,17000.0,0.344,16300.0,0.543,2,56,1,3
102611,44400.0,33200.0,0.149,20000.0,0.969,0,24,2,3
102612,82900.0,68300.0,0.113,27800.0,0.272,1,34,1,6
102613,45500.0,45600.0,0.214,1400.0,0.778,2,48,1,3
102614,26000.0,17500.0,0.236,26500.0,0.663,1,51,1,6
102615,8500.0,7800.0,0.144,3000.0,0.784,1,15,1,6
102616,63600.0,58600.0,0.355,4300.0,0.462,3,53,2,6
102617,35600.0,28400.0,0.164,14400.0,0.872,1,44,2,12
102618,93000.0,92600.0,0.111,2200.0,0.97,0,17,1,3
102619,55000.0,37600.0,0.206,12600.0,0.68,3,47,3,6
102620,46600.0,50800.0,0.206,-5000.0,0.422,4,17,1,3
102621,71000.0,69200.0,0.173,6800.0,0.931,2,41,1,6
102622,16900.0,14300.0,0.113,7600.0,0.901,1,59,2,12
102623,27400.0,18900.0,0.134,10200.0,0.873,1,64,1,12
102624,10600.0,9300.0,0.122,2900.0,0.922,0,38,1,6
102625,59800.0,58100.0,0.06,5700.0,0.617,0,27,3,6
102626,63200.0,50700.0,0.174,30800.0,0.699,0,41,1,12
102627,80000.0,47500.0,0.298,41800.0,0.428,3,24,1,6
102628,31300.0,23700.0,0.271,18800.0,0.55,2,32,2,12
102629,26500.0,33400.0,0.315,-5000.0,0.817,1,42,3,6
102630,21000.0,19900.0,0.328,4000.0,0.553,0,33,3,12
102631,19300.0,16200.0,0.349,8600.0,0.347,2,53,1,6
102632,93500.0,118400.0,0.304,-5000.0,0.629,3,44,2,6
102633,28800.0,29500.0,0.319,0.0,0.497,2,53,1,6
102634,64700.0,74400.0,0.453,-5000.0,0.302,5,49,2,6
102635,50700.0,47600.0,0.166,8100.0,0.7,2,22,1,6
102636,27700.0,28300.0,0.243,800.0,0.633,1,50,1,6
102637,16600.0,15200.0,0.177,5100.0,0.499,1,22,2,3
102638,26700.0,20400.0,0.298,12400.0,0.511,2,58,2,6
102639,30300.0,26100.0,0.173,13500.0,0.77,2,29,1,6
102640,50900.0,45800.0,0.62,16400.0,0.176,3,26,1,12
102641,20800.0,18100.0,0.345,5400.0,0.478,1,42,2,3
102642,27700.0,21600.0,0.506,8700.0,0.573,1,18,1,12
102643,70200.0,59100.0,0.207,27800.0,0.913,0,17,1,6
102644,18200.0,14900.0,0.636,6300.0,0.345,3,18,2,12
102645,62000.0,50200.0,0.289,24000.0,0.903,0,60,1,6
102646,27100.0,29500.0,0.251,-4800.0,0.488,3,42,1,12
102647,91600.0,84700.0,0.206,9700.0,1.0,0,29,1,12
102648,18300.0,12500.0,0.194,15800.0,0.979,0,28,1,12
102649,61200.0,41100.0,0.05,13500.0,0.81,0,25,1,12
102650,38300.0,31600.0,0.163,12900.0,0.546,0,31,2,6
102651,60200.0,44700.0,0.197,34300.0,0.592,1,37,2,3
102652,43800.0,37000.0,0.207,6000.0,0.577,1,34,1,12
102653,87700.0,102900.0,0.307,-5000.0,0.542,5,42,1,3
102654,32600.0,25200.0,0.327,11400.0,0.516,2,22,2,3
102655,13400.0,9800.0,0.153,9000.0,0.844,1,50,1,12
102656,28500.0,26700.0,0.062,2600.0,0.98,1,28,1,3
102657,64400.0,49300.0,0.333,14100.0,0.596,3,50,3,12
102658,91200.0,54700.0,0.033,53500.0,0.641,1,37,2,6
102659,26500.0,22200.0,0.167,7200.0,0.442,5,41,1,12
102660,9500.0,6100.0,0.284,9200.0,0.518,0,29,1,12
102661,7600.0,5700.0,0.059,6000.0,0.382,1,51,2,6
102662,10900.0,10200.0,0.277,3200.0,0.544,1,44,1,12
102663,41200.0,27700.0,0.226,11500.0,0.398,2,17,1,6
102664,43500.0,44700.0,0.289,-1600.0,0.802,2,50,1,12
102665,23700.0,20200.0,0.134,11500.0,0.514,0,17,1,6
102666,38000.0,42700.0,0.401,-4500.0,0.459,1,45,1,12
102667,30400.0,27200.0,0.322,6200.0,0.677,3,48,1,6
102668,42100.0,36400.0,0.224,7300.0,0.899,2,69,1,6
102669,10200.0,9200.0,0.428,3400.0,0.323,1,20,1,6
102670,35000.0,34000.0,0.359,3700.0,0.668,1,38,1,3
102671,76400.0,83700.0,0.309,-5000.0,0.537,1,20,1,6
102672,54800.0,40300.0,0.157,43900.0,0.678,1,38,2,12
102673,34100.0,30400.0,0.583,7300.0,0.436,4,50,1,6
102674,36100.0,31600.0,0.238,4800.0,0.87,0,27,1,6
102675,23600.0,25100.0,0.318,-2100.0,0.559,2,51,1,3
102676,11100.0,10200.0,0.307,3300.0,0.601,2,20,1,12
102677,21600.0,16300.0,0.331,11700.0,0.427,3,28,1,12
102678,30600.0,27500.0,0.425,5100.0,0.277,2,33,1,12
102679,34300.0,22600.0,0.456,8000.0,0.565,3,50,1,3
102680,27300.0,30500.0,0.139,-3200.0,0.708,0,18,3,12
102681,76800.0,60900.0,0.461,39100.0,0.372,1,31,1,6
102682,54000.0,38200.0,0.196,40800.0,0.657,2,62,1,6
102683,67300.0,67900.0,0.039,-100.0,0.876,0,23,1,12
102684,46100.0,44800.0,0.03,2200.0,0.755,2,22,1,3
102685,12100.0,14300.0,0.127,-3100.0,0.621,0,53,1,12
102686,35900.0,32900.0,0.122,4300.0,0.825,2,20,1,12
102687,33800.0,32800.0,0.048,3600.0,1.0,1,55,1,3
102688,69100.0,66400.0,0.318,3200.0,0.575,2,23,1,3
102689,8100.0,6700.0,0.201,5600.0,0.465,4,51,2,6
102690,30500.0,26200.0,0.569,4900.0,0.291,2,54,1,6
102691,13500.0,14300.0,0.364,-700.0,0.743,2,39,2,12
102692,33300.0,25600.0,0.43,7700.0,0.515,4,27,2,6
102693,21900.0,19600.0,0.239,7700.0,0.904,1,64,1,12
102694,27100.0,15100.0,0.724,34200.0,0.287,2,47,1,3
102695,22600.0,22200.0,0.382,2300.0,0.299,3,42,3,12
102696,33500.0,33100.0,0.354,1900.0,0.481,4,58,1,6
102697,42700.0,47500.0,0.241,-5000.0,0.831,0,52,1,3
102698,62200.0,57900.0,0.351,11100.0,0.722,0,42,1,6
102699,27900.0,20600.0,0.122,6500.0,0.822,1,35,1,3
102700,28400.0,25900.0,0.351,8400.0,0.571,1,39,1,12
102701,46300.0,60000.0,0.156,-5000.0,0.61,2,27,1,3
102702,39000.0,26500.0,0.376,34200.0,0.803,1,63,1,12
102703,6300.0,5700.0,0.269,2900.0,0.675,1,20,1,6
102704,13000.0,8200.0,0.283,7700.0,0.663,1,53,2,6
102705,51200.0,55800.0,0.091,-5000.0,1.0,0,46,1,12
102706,52500.0,44200.0,0.143,6900.0,0.79,1,20,1,6
102707,57300.0,57600.0,0.184,1000.0,0.793,0,34,1,6
102708,48600.0,32000.0,0.377,26000.0,0.669,2,53,1,6
102709,95400.0,80900.0,0.382,30000.0,0.805,1,24,2,12
102710,68200.0,38500.0,0.189,76900.0,0.616,0,11,1,3
102711,21800.0,16900.0,0.239,15000.0,0.812,2,38,3,6
102712,11300.0,11000.0,0.03,2100.0,0.817,1,29,1,12
102713,32200.0,22900.0,0.527,24900.0,0.565,0,34,1,6
102714,25100.0,27300.0,0.177,-2300.0,0.488,1,48,1,6
102715,42500.0,32500.0,0.392,7700.0,0.445,1,40,1,6
102716,29800.0,24300.0,0.584,11000.0,0.401,0,49,2,12
102717,62000.0,44900.0,0.113,37300.0,0.69,0,64,1,6
102718,66600.0,76100.0,0.162,-5000.0,0.827,1,37,1,6
102719,35900.0,20600.0,0.377,26600.0,0.63,2,51,1,12
102720,43000.0,39800.0,0.189,5800.0,0.548,2,22,1,6
102721,22000.0,18800.0,0.189,8100.0,0.445,1,44,3,12
102722,7900.0,8900.0,0.301,-100.0,0.788,1,45,1,12
102723,45100.0,36700.0,0.451,17200.0,0.318,1,22,1,6
102724,8700.0,7400.0,0.132,5400.0,0.89,1,38,2,12
102725,24900.0,19900.0,0.396,7300.0,0.813,2,17,1,6
102726,33300.0,29600.0,0.03,11600.0,0.886,0,15,1,12
102727,14900.0,14700.0,0.052,1900.0,0.978,0,54,1,6
102728,65300.0,56700.0,0.365,12900.0,0.667,1,56,2,12
102729,26200.0,19200.0,0.147,11600.0,0.258,4,32,1,6
102730,65200.0,53400.0,0.177,10000.0,0.793,1,30,1,12
102731,37000.0,35500.0,0.238,2900.0,0.931,0,60,2,6
102732,44000.0,43200.0,0.088,3800.0,0.588,4,36,1,3
102733,62400.0,71900.0,0.295,-5000.0,0.717,1,51,2,6
102734,44900.0,36700.0,0.205,25100.0,0.894,1,12,1,12
102735,19400.0,17100.0,0.286,6500.0,0.633,1,43,1,3
102736,50000.0,46700.0,0.413,4400.0,0.881,0,35,1,6
102737,37700.0,37300.0,0.279,2000.0,0.763,0,57,1,6
102738,22900.0,22400.0,0.261,2600.0,0.793,0,55,1,6
102739,78200.0,53100.0,0.185,63600.0,0.963,0,54,1,6
102740,17700.0,11200.0,0.164,18900.0,0.683,0,21,1,3
102741,46500.0,43600.0,0.526,4300.0,0.321,2,48,1,3
102742,6000.0,4500.0,0.22,5500.0,0.86,2,11,1,3
102743,33700.0,25200.0,0.228,24200.0,0.502,3,18,1,6
102744,36400.0,30300.0,0.244,17000.0,0.66,1,13,1,12
102745,76100.0,46200.0,0.188,68100.0,0.736,0,56,2,3
102746,51500.0,43200.0,0.236,20500.0,0.495,3,44,2,6
102747,20900.0,17200.0,0.309,6800.0,0.57,0,42,1,6
102748,31000.0,25200.0,0.169,18500.0,0.73,2,55,1,6
102749,28000.0,19500.0,0.124,15600.0,0.98,0,28,1,3
102750,20300.0,22800.0,0.216,-4800.0,0.747,1,36,1,3
102751,24500.0,26200.0,0.294,-1300.0,0.388,1,51,1,6
102752,38700.0,43700.0,0.173,-5000.0,0.785,1,39,1,6
102753,36600.0,26100.0,0.382,26800.0,0.464,2,54,1,6
102754,46200.0,43700.0,0.287,6700.0,0.716,1,73,2,3
102755,10500.0,12700.0,0.167,-800.0,0.63,1,58,2,6
102756,19400.0,17600.0,0.046,5700.0,0.487,2,28,1,12
102757,55100.0,50900.0,0.289,6400.0,0.663,0,41,2,3
102758,41000.0,35300.0,0.265,12200.0,0.435,2,21,1,3
102759,21400.0,18700.0,0.341,7500.0,0.567,3,54,2,3
102760,20100.0,23400.0,0.266,-5000.0,0.799,5,37,1,6
102761,49700.0,32100.0,0.231,17000.0,0.925,0,32,1,6
102762,33100.0,28000.0,0.03,14300.0,0.536,1,28,2,12
102763,43600.0,43900.0,0.47,600.0,0.598,3,61,2,6
102764,33000.0,25900.0,0.284,14600.0,0.203,3,25,1,6
102765,22400.0,21900.0,0.113,2700.0,0.516,0,37,1,3
102766,35900.0,33100.0,0.223,9100.0,0.363,3,69,1,3
102767,53600.0,55900.0,0.034,-3400.0,0.806,0,19,2,6
102768,32600.0,27000.0,0.449,12900.0,0.377,1,9,1,6
102769,20200.0,16600.0,0.42,7100.0,0.589,1,38,1,12
102770,51100.0,46300.0,0.214,12100.0,0.551,2,38,1,6
102771,86400.0,75300.0,0.261,26800.0,0.837,0,13,1,6
102772,29300.0,26700.0,0.16,7800.0,1.0,0,42,2,12
102773,88900.0,86500.0,0.162,6300.0,0.993,1,16,1,6
102774,34700.0,31700.0,0.08,9500.0,0.536,0,30,2,6
102775,11700.0,9800.0,0.286,3000.0,0.699,1,32,1,3
102776,23600.0,17100.0,0.438,16800.0,0.535,0,58,2,12
102777,94700.0,87600.0,0.214,10100.0,0.554,2,49,2,12
102778,66700.0,46600.0,0.375,26100.0,0.711,2,22,1,6
102779,35800.0,34400.0,0.411,5500.0,0.518,5,10,2,6
102780,18100.0,15300.0,0.264,6400.0,1.0,0,57,1,6
102781,66700.0,55300.0,0.135,10000.0,0.948,1,40,1,6
102782,6600.0,5300.0,0.193,5400.0,1.0,2,24,1,6
102783,98500.0,89100.0,0.203,11200.0,0.98,0,40,2,6
102784,31400.0,26700.0,0.259,15300.0,0.399,2,70,1,3
102785,26000.0,21500.0,0.075,12100.0,0.245,2,43,3,6
102786,39700.0,37600.0,0.196,5900.0,0.63,3,39,3,6
102787,27600.0,22900.0,0.38,13400.0,0.647,1,26,1,3
102788,35700.0,33400.0,0.397,5900.0,0.555,0,28,2,6
102789,40500.0,42100.0,0.263,-0.0,0.788,0,25,1,6
102790,95400.0,84200.0,0.362,29600.0,0.582,0,32,1,3
102791,7000.0,6200.0,0.311,2800.0,0.696,0,45,2,12
102792,29600.0,17000.0,0.135,20300.0,0.895,0,62,1,12
102793,60200.0,58100.0,0.39,5700.0,0.581,0,27,2,12
102794,43000.0,26500.0,0.092,41700.0,1.0,1,44,1,12
102795,47200.0,44100.0,0.128,3700.0,1.0,1,49,1,3
102796,54500.0,44700.0,0.165,27300.0,0.842,0,31,1,6
102797,43000.0,36300.0,0.415,9800.0,0.647,0,12,2,6
102798,29400.0,21100.0,0.133,8200.0,0.921,0,35,1,3
102799,52100.0,39600.0,0.261,17800.0,0.516,0,26,1,6
102800,31500.0,17100.0,0.248,12700.0,0.734,2,36,1,3
102801,33100.0,34600.0,0.225,-1100.0,0.715,1,41,2,6
102802,35900.0,30800.0,0.112,6100.0,0.778,1,39,1,6
102803,70100.0,56800.0,0.266,39400.0,0.859,0,45,1,6
102804,82100.0,45000.0,0.03,22000.0,0.791,2,14,1,3
102805,64100.0,52200.0,0.289,14500.0,0.713,2,51,1,12
102806,75800.0,52800.0,0.349,64900.0,0.718,0,31,1,12
102807,18300.0,10000.0,0.191,16500.0,0.614,2,40,1,6
102808,52200.0,49300.0,0.112,6100.0,0.913,0,65,1,6
102809,15600.0,12400.0,0.138,9900.0,0.569,2,24,1,6
102810,23400.0,29600.0,0.158,-5000.0,0.716,0,43,2,6
102811,37400.0,32000.0,0.107,15100.0,0.608,5,47,1,3
102812,20800.0,17000.0,0.52,5100.0,0.555,2,18,1,6
102813,14300.0,16000.0,0.17,-2800.0,0.475,4,26,3,6
102814,49100.0,40400.0,0.248,14200.0,0.83,0,31,2,6
102815,44600.0,39500.0,0.566,15100.0,0.494,2,43,1,3
102816,24300.0,26100.0,0.03,-3500.0,0.817,2,20,2,3
102817,51200.0,46200.0,0.366,9800.0,0.661,2,48,1,6
102818,14600.0,12100.0,0.209,6400.0,0.457,1,74,2,6
102819,26700.0,28700.0,0.284,-2200.0,0.672,3,47,1,3
102820,26000.0,26500.0,0.218,500.0,0.695,2,46,2,12
102821,7600.0,9100.0,0.143,-1900.0,0.786,1,45,1,12
102822,60700.0,63000.0,0.241,-1200.0,0.646,0,21,3,12
102823,12900.0,11500.0,0.143,3500.0,0.907,0,38,1,6
102824,45100.0,40400.0,0.38,10800.0,0.675,2,50,1,3
102825,17600.0,15400.0,0.21,4500.0,0.648,0,20,1,12
102826,17800.0,13300.0,0.268,7500.0,0.68,0,20,1,6
102827,28000.0,25700.0,0.228,4900.0,0.664,1,31,2,6
102828,52100.0,55700.0,0.254,-700.0,0.411,0,42,1,6
102829,11000.0,11400.0,0.254,1100.0,0.739,1,34,1,6
102830,11800.0,9100.0,0.274,7900.0,0.778,0,16,1,3
102831,32800.0,25800.0,0.355,5200.0,0.219,2,26,3,6
102832,74500.0,76400.0,0.26,300.0,1.0,0,19,1,3
102833,43400.0,33600.0,0.393,16100.0,0.539,2,34,3,3
102834,38700.0,29400.0,0.255,27300.0,0.865,0,57,2,3
102835,32400.0,24600.0,0.233,15700.0,0.89,0,45,1,3
102836,42600.0,36200.0,0.567,7900.0,0.548,1,40,1,12
102837,41500.0,44200.0,0.302,-3900.0,0.764,1,60,2,3
102838,57800.0,51000.0,0.297,21100.0,0.923,1,25,1,6
102839,37000.0,30300.0,0.336,5300.0,0.678,1,39,1,6
102840,90800.0,97200.0,0.134,-5000.0,0.98,0,29,1,6
102841,25500.0,20100.0,0.099,12200.0,0.565,2,15,2,6
102842,22400.0,16600.0,0.291,7100.0,0.756,3,23,1,12
102843,18900.0,15900.0,0.136,3700.0,0.542,1,21,2,6
102844,37300.0,31300.0,0.294,9100.0,0.604,1,44,1,6
102845,35000.0,32400.0,0.267,3700.0,0.642,0,35,1,6
102846,34200.0,41300.0,0.319,-5000.0,0.471,1,32,1,6
102847,36900.0,26400.0,0.379,13400.0,0.619,1,16,3,12
102848,20000.0,16700.0,0.166,4300.0,0.519,1,39,1,6
102849,48200.0,47700.0,0.433,2200.0,0.522,1,24,1,6
102850,25700.0,25900.0,0.14,1200.0,0.617,1,45,1,6
102851,34900.0,41500.0,0.376,-5000.0,0.645,1,58,1,6
102852,78400.0,81000.0,0.319,-3300.0,0.568,1,43,2,6
102853,32500.0,27000.0,0.386,11800.0,0.548,4,16,1,3
102854,29300.0,25100.0,0.502,13500.0,0.622,1,51,2,3
102855,53000.0,40100.0,0.153,30300.0,0.582,0,52,2,3
102856,15600.0,13500.0,0.064,3800.0,0.733,0,57,1,3
102857,36200.0,35400.0,0.298,2400.0,0.701,2,57,1,6
102858,40200.0,35300.0,0.241,7200.0,0.448,3,56,2,6
102859,50400.0,43400.0,0.359,7200.0,0.714,3,15,1,12
102860,54400.0,53400.0,0.103,2900.0,0.941,1,58,1,12
102861,41800.0,42600.0,0.225,-200.0,0.934,1,20,1,6
102862,13000.0,13000.0,0.267,1500.0,0.729,2,26,1,6
102863,80400.0,83900.0,0.123,-5000.0,0.91,0,58,3,3
102864,19900.0,18300.0,0.264,3100.0,0.902,0,25,1,6
102865,40600.0,29700.0,0.178,33800.0,0.551,1,30,1,6
102866,34500.0,28000.0,0.423,10500.0,0.26,2,35,2,6
102867,16500.0,13700.0,0.228,3000.0,0.504,3,53,2,3
102868,36200.0,32800.0,0.274,7400.0,0.776,0,22,1,12
102869,21400.0,22200.0,0.213,-100.0,0.887,0,54,2,6
102870,59600.0,54800.0,0.141,11400.0,1.0,0,24,1,6
102871,24700.0,18100.0,0.089,20400.0,0.783,2,33,1,6
102872,40700.0,40400.0,0.168,1700.0,0.869,0,34,1,3
102873,24000.0,22500.0,0.205,3700.0,0.532,1,47,1,6
102874,37100.0,35200.0,0.159,6100.0,0.856,0,50,1,6
102875,30700.0,37500.0,0.206,-5000.0,0.649,0,29,1,6
102876,96400.0,120200.0,0.318,-5000.0,0.816,0,32,2,3
102877,37200.0,36000.0,0.145,4400.0,1.0,1,28,2,6
102878,22200.0,19000.0,0.322,5200.0,0.678,0,40,1,6
102879,19600.0,19600.0,0.502,1500.0,0.431,2,34,1,3
102880,57300.0,30000.0,0.21,77600.0,0.355,3,49,3,3
102881,13400.0,9000.0,0.36,6500.0,0.883,2,45,2,3
102882,21300.0,22800.0,0.248,-1600.0,0.694,2,50,1,12
102883,40200.0,32200.0,0.053,23900.0,0.917,1,33,1,6
102884,23100.0,18400.0,0.295,12900.0,0.659,2,16,2,6
102885,47400.0,49500.0,0.321,-4700.0,0.601,0,44,3,6
102886,57500.0,52700.0,0.143,9600.0,0.77,1,33,1,6
102887,19200.0,17100.0,0.523,6200.0,0.689,2,42,1,3
102888,42500.0,39900.0,0.104,8000.0,0.386,2,25,1,12
102889,18000.0,18200.0,0.273,1000.0,0.717,0,51,1,6
102890,23300.0,26100.0,0.32,-2100.0,0.606,1,21,1,12
102891,78900.0,53100.0,0.21,14900.0,1.0,2,32,1,12
102892,23200.0,22300.0,0.252,2900.0,0.877,0,52,1,6
102893,15300.0,16600.0,0.256,500.0,0.581,2,64,1,12
102894,54100.0,30500.0,0.142,58000.0,0.744,1,55,2,12
102895,7200.0,7000.0,0.42,2000.0,0.506,3,29,1,6
102896,21400.0,18600.0,0.255,4700.0,0.539,1,27,1,6
102897,86400.0,59200.0,0.223,20900.0,0.908,0,32,2,12
102898,52700.0,44200.0,0.167,12200.0,0.873,0,56,1,6
102899,38600.0,44800.0,0.273,-5000.0,0.618,1,37,1,12
102900,49400.0,29600.0,0.461,21800.0,0.661,2,46,1,6
102901,78700.0,78600.0,0.067,1600.0,1.0,0,59,1,12
102902,25200.0,18200.0,0.146,12500.0,0.77,3,47,1,12
102903,22600.0,27000.0,0.36,-4200.0,0.563,1,57,1,3
102904,53600.0,69700.0,0.189,-5000.0,0.596,2,32,2,3
102905,16700.0,12600.0,0.37,5700.0,0.761,0,51,1,6
102906,36000.0,31200.0,0.03,6300.0,0.678,1,20,1,12
102907,14600.0,14600.0,0.129,1500.0,0.502,1,25,2,12
102908,47000.0,50500.0,0.278,-5000.0,0.558,2,58,1,3
102909,49000.0,47300.0,0.34,5400.0,0.659,0,22,1,6
102910,26000.0,17100.0,0.187,24400.0,0.759,0,15,1,3
102911,72300.0,53700.0,0.363,14100.0,0.429,0,22,1,12
102912,57700.0,52000.0,0.268,12500.0,0.927,2,11,1,6
102913,49700.0,39800.0,0.237,11100.0,0.929,0,57,2,6
102914,16100.0,14400.0,0.213,5900.0,0.734,0,46,2,6
102915,30500.0,21100.0,0.238,16100.0,0.78,0,31,1,6
102916,27100.0,19700.0,0.119,10500.0,0.987,2,36,1,6
102917,22200.0,15400.0,0.43,18000.0,0.813,3,54,1,12
102918,20500.0,20000.0,0.115,2900.0,0.714,1,67,1,3
102919,71900.0,71700.0,0.176,2000.0,0.752,1,50,1,3
102920,42400.0,37400.0,0.277,16200.0,0.857,1,38,2,3
102921,95300.0,59500.0,0.165,83600.0,0.942,1,22,1,12
102922,46400.0,42800.0,0.462,5100.0,0.591,0,61,1,6
102923,9900.0,8600.0,0.611,5100.0,0.506,1,30,2,12
102924,119100.0,128600.0,0.364,-5000.0,0.512,3,17,1,6
102925,24500.0,21300.0,0.314,5800.0,0.367,3,42,3,6
102926,33100.0,24100.0,0.108,7600.0,0.581,1,41,2,6
102927,27700.0,24700.0,0.158,8200.0,0.381,4,35,1,12
102928,51800.0,40800.0,0.03,21400.0,0.347,0,27,1,12
102929,31000.0,24600.0,0.21,20400.0,0.794,2,40,1,12
102930,40500.0,32800.0,0.284,5400.0,0.919,1,30,1,3
102931,18800.0,15500.0,0.147,10500.0,0.675,0,44,1,6
102932,15700.0,13100.0,0.365,5500.0,0.601,3,56,2,12
102933,35400.0,28600.0,0.409,16200.0,0.47,2,40,1,12
102934,25600.0,25500.0,0.152,1700.0,0.502,5,21,1,12
102935,23100.0,16100.0,0.556,5600.0,0.273,4,32,1,6
102936,28900.0,25800.0,0.329,5200.0,0.458,2,30,1,3
102937,53500.0,42400.0,0.414,19000.0,0.738,2,38,2,12
102938,16600.0,13100.0,0.341,6000.0,0.277,6,43,1,6
102939,52800.0,53300.0,0.273,1200.0,0.942,1,49,2,6
102940,66800.0,67000.0,0.03,1100.0,0.814,1,43,2,6
102941,51100.0,47200.0,0.158,6300.0,1.0,0,53,3,3
102942,14000.0,14300.0,0.03,700.0,1.0,2,37,2,6
102943,34500.0,39300.0,0.03,-1700.0,0.832,1,27,1,6
102944,54400.0,54100.0,0.274,2300.0,0.723,0,36,1,6
102945,88300.0,79600.0,0.08,23400.0,0.598,2,58,1,6
102946,38100.0,38900.0,0.082,600.0,0.535,1,44,1,6
102947,68600.0,48700.0,0.233,37300.0,0.471,1,43,1,6
102948,37700.0,29900.0,0.282,11600.0,0.734,0,16,1,6
102949,23300.0,20300.0,0.425,3800.0,0.403,3,25,1,3
102950,12100.0,11000.0,0.334,3000.0,0.546,0,36,2,6
102951,10900.0,7600.0,0.311,9700.0,0.564,2,44,1,12
102952,35500.0,22900.0,0.145,10100.0,0.554,1,43,3,3
102953,16100.0,13500.0,0.161,6100.0,0.301,1,49,1,6
102954,34200.0,32000.0,0.447,2800.0,0.546,1,48,1,6
102955,32100.0,35800.0,0.31,-2200.0,0.514,1,48,2,12
102956,45900.0,40000.0,0.296,8000.0,0.723,0,47,1,3
102957,52100.0,49100.0,0.12,4000.0,1.0,0,22,1,6
102958,44700.0,39300.0,0.339,8900.0,0.426,0,26,2,6
102959,59900.0,75000.0,0.173,-5000.0,1.0,1,30,2,6
102960,72000.0,68100.0,0.345,12900.0,0.445,1,31,2,6
102961,31000.0,22600.0,0.115,6700.0,0.775,0,20,2,3
102962,46000.0,43900.0,0.217,5000.0,0.562,1,20,1,12
102963,52600.0,47200.0,0.03,15200.0,0.939,1,23,1,12
102964,6600.0,5500.0,0.435,2800.0,0.377,5,49,1,3
102965,60100.0,46800.0,0.182,40500.0,0.627,3,56,1,12
102966,12000.0,10600.0,0.324,3700.0,0.51,3,25,3,6
102967,42500.0,35000.0,0.204,17300.0,0.458,2,15,1,6
102968,95600.0,78400.0,0.245,39500.0,0.684,2,40,1,6
102969,39900.0,36900.0,0.483,5800.0,0.602,1,43,1,6
102970,18800.0,18100.0,0.118,2200.0,0.979,0,54,1,3
102971,50700.0,43500.0,0.405,7900.0,0.332,5,37,2,12
102972,46500.0,37600.0,0.505,27300.0,0.384,3,48,1,3
102973,23500.0,19200.0,0.336,9800.0,0.706,1,37,2,12
102974,10500.0,10300.0,0.128,1700.0,0.916,5,33,2,3
102975,30300.0,27300.0,0.422,3400.0,0.622,0,32,1,6
102976,94700.0,72300.0,0.257,15300.0,0.871,1,34,1,12
